,Date,Host,Weather,R_value,Race_name,Total_horse,Bracket_number,Horse_number,Odds,Popularity,Place,Rider,Penalty,Distance,Track_condition,Race_time,Margin,Passing,Pace,Fin,Horse_weight,Loser_horse,Prize
0,2017/05/22,盛岡,晴,11,OROターフ特別(OP),12,1,1,2.3,1,中,菅原辰徳,56,芝1700,良,&nbsp;,&nbsp;,1-1-1-1,&nbsp;,&nbsp;,429(-4),サンエイゴールド,&nbsp;
1,2017/04/22,水沢,曇,9,観桜特別,9,8,9,19.1,5,1,菅原辰徳,56,ダ1600,良,1:44.9,-0.3,1-1-1-1,&nbsp;,40.8,433(-4),(アークマイニング),65.0
2,2017/04/09,水沢,曇,9,陽春特別,12,1,1,4.2,2,6,菅原辰徳,56,ダ1600,良,1:49.3,0.7,7-9-9-5,&nbsp;,41.6,437(+2),イチフジキング,&nbsp;
3,2016/11/05,盛岡,曇,10,スプリント特別(OP),10,7,8,6.6,3,2,菅原辰徳,56,ダ1200,重,1:12.8,0.8,8-8,&nbsp;,36.6,435(+3),エーシンシャラク,16.0
4,2016/10/22,盛岡,曇,11,OROターフスプリン(G),11,6,6,7.7,4,4,阿部英俊,57,芝1000,良,0:58.8,0.3,7-7,&nbsp;,34.8,432(+2),ケイアイユニコーン,27.0
5,2016/10/09,盛岡,曇,11,ハーベストC(G),12,5,5,7.2,4,4,阿部英俊,58,芝1000,重,0:59.7,0.4,7-6,&nbsp;,35.6,430(-1),エゴイスト,10.5
6,2016/09/25,盛岡,曇,11,岩手県知事杯OROカ(G),12,5,6,6.0,4,6,菅原辰徳,57,芝1700,良,1:46.5,0.5,5-6-4-4,&nbsp;,36.6,431(+3),ロゾヴァドリナ,&nbsp;
7,2016/08/14,盛岡,晴,10,桂樹杯(G),12,5,6,2.7,2,5,菅原辰徳,58,芝1600,良,1:39.4,0.3,7-6,&nbsp;,36.5,428(-3),ブレークビーツ,4.5
8,2016/08/01,盛岡,曇,12,立秋特別,9,4,4,2.0,1,5,菅原辰徳,58,ダ1600,良,1:39.9,1.0,5-5,&nbsp;,39.6,431(-5),ドリームファイア,2.1
9,2016/06/18,盛岡,曇,10,かきつばた賞(G),11,5,6,&nbsp;,&nbsp;,取,山本聡哉,58,芝2400,稍,&nbsp;,&nbsp;,&nbsp;,&nbsp;,&nbsp;,計不,ブレークビーツ,&nbsp;
10,2016/04/03,3中山4,曇,11,ダービー卿チャレンジ(G3),16,2,3,176.3,15,11,丸田恭介,57,芝1600,良,1:33.6,0.8,11-10-12,35.3-34.5,34.3,436(-6),マジックタイム,&nbsp;
11,2016/02/28,1阪神2,晴,11,阪急杯(G3),18,1,1,42.4,11,14,高倉稜,56,芝1400,良,1:20.9,1.0,15-17,33.8-34.7,34.5,442(0),ミッキーアイル,&nbsp;
12,2016/01/05,1京都1,曇,11,スポニチ賞京都金杯(G3),17,6,11,37.9,14,16,松若風馬,57.5,芝1600,良,1:34.6,1.6,14-16,34.6-34.6,34.5,442(+4),ウインプリメーラ,&nbsp;
13,2015/12/26,5阪神7,晴,11,阪神C(G2),17,1,2,24.6,10,8,アッゼニ,57,芝1400,稍,1:22.0,0.6,16-16,34.8-34.8,34.3,438(-4),ロサギガンティア,&nbsp;
