,Date,Host,Weather,R_value,Race_name,Total_horse,Bracket_number,Horse_number,Odds,Popularity,Place,Rider,Penalty,Distance,Track_condition,Race_time,Margin,Passing,Pace,Fin,Horse_weight,Loser_horse,Prize
0,2016/03/27,2中京6,曇,11,高松宮記念(G1),18,8,18,20.0,7,11,酒井学,57,芝1200,良,1:07.5,0.8,2-2,32.7-34.0,34.7,482(0),ビッグアーサー,&nbsp;
1,2016/03/05,2中山3,曇,11,夕刊フジオーシャンS(G3),16,1,2,8.7,4,2,酒井学,56,芝1200,良,1:07.7,0.2,1-1,32.7-34.8,35.0,482(+2),エイシンブルズアイ,"1,616.2"
2,2015/10/04,4中山9,晴,11,スプリンターズS(G1),15,4,8,11.8,5,12,酒井学,57,芝1200,良,1:08.8,0.7,1-1,34.1-34.0,34.7,480(-6),ストレイトガール,&nbsp;
3,2015/09/13,4阪神2,晴,11,セントウルS(G2),16,4,7,3.5,2,8,酒井学,56,芝1200,良,1:08.4,0.6,2-2,34.0-33.8,34.3,486(+8),アクティブミノル,&nbsp;
4,2015/03/29,2中京6,小雨,11,高松宮記念(G1),18,7,15,16.8,6,2,酒井学,57,芝1200,稍,1:08.6,0.1,2-2,34.0-34.5,34.5,478(-6),エアロヴェロシティ,"3,908.0"
5,2015/03/07,2中山3,曇,11,夕刊フジオーシャンS(G3),16,2,4,4.1,1,2,酒井学,56,芝1200,稍,1:08.8,0.1,1-1,34.0-34.7,34.8,484(-2),サクラゴスペル,"1,617.2"
6,2014/12/27,5阪神7,曇,11,阪神C(G2),18,5,10,18.4,11,18,戸崎圭太,57,芝1400,良,1:22.3,1.6,1-1,34.3-35.2,36.8,486(+4),リアルインパクト,&nbsp;
7,2014/10/05,3新潟8,小雨,11,スプリンターズS(G1),18,7,15,2.8,1,13,戸崎圭太,57,芝1200,良,1:09.2,0.4,2-2,33.7-35.1,35.1,482(-4),スノードラゴン,&nbsp;
8,2014/09/14,4阪神2,晴,11,セントウルS(G2),15,8,15,2.5,1,2,戸崎圭太,57,芝1200,良,1:07.6,0.2,2-2,32.9-34.5,34.6,486(+12),リトルゲルダ,"2,330.8"
9,2014/03/30,2中京6,曇,11,高松宮記念(G1),18,6,12,5.9,2,5,酒井学,57,芝1200,不,1:13.0,0.8,14-13,34.5-37.7,36.5,474(-6),コパノリチャード,950.0
