,Date,Host,Weather,R_value,Race_name,Total_horse,Bracket_number,Horse_number,Odds,Popularity,Place,Rider,Penalty,Distance,Track_condition,Race_time,Margin,Passing,Pace,Fin,Horse_weight,Loser_horse,Prize
0,2016/11/03,川崎,晴,10,JBCスプリント(G1),12,1,1,5.3,3,1,Ｍ．デム,57,ダ1400,重,1:27.2,-0.6,1-1-1-1,36.7-38.4,38.4,445(-11),(ベストウォーリア),"6,000.0"
1,2016/09/22,大井,曇,11,東京盃競走(G2),14,2,2,1.8,1,5,Ｍ．デム,57,ダ1200,不,1:12.7,0.8,1-1,34.1-37.8,38.6,456(+3),ドリームバレンチノ,175.0
2,2016/08/16,盛岡,曇,10,クラスターC(G3),14,4,5,2.5,2,1,Ｍ．デム,60,ダ1200,稍,1:09.1,-0.3,1-1,&nbsp;,34.1,453(-1),(ブルドッグボス),"2,300.0"
3,2016/06/09,門別,雨,11,北海道スプリントカッ(G3),13,7,11,1.6,1,1,Ｍ．デム,58,ダ1200,不,1:09.9,0.0,1-2,&nbsp;,35.8,454(+3),(ノボバカラ),"2,200.0"
4,2016/04/06,大井,曇,11,東京スプリント競走(G3),15,3,4,1.4,1,3,Ｍ．デム,57,ダ1200,稍,1:12.3,0.9,10-7,35.7-35.7,35.4,451(-2),コーリンベリー,540.0
5,2016/03/15,高知,晴,5,黒船賞[指定交流](G3),12,5,6,1.8,1,1,Ｍ．デム,58,ダ1400,不,1:27.0,-0.2,2-2-1-1,&nbsp;,38.0,453(+3),(ニシケンモノノフ),"2,100.0"
6,2015/11/03,大井,晴,9,JBCスプリント競走(G1),16,3,6,1.6,1,2,Ｍ．デム,57,ダ1200,不,1:11.0,0.1,3-3,34.7-36.2,36.0,450(+1),コーリンベリー,"2,100.0"
7,2015/09/30,大井,晴,11,東京盃競走(G2),15,8,15,1.8,1,1,Ｍ．デム,56,ダ1200,稍,1:10.9,-0.3,2-2,34.6-36.3,36.2,449(+1),(ドリームバレンチノ),"3,500.0"
8,2015/08/12,盛岡,曇,10,クラスターC(G3),14,6,10,1.4,1,1,Ｍ．デム,56,ダ1200,良,1:11.1,-0.9,1-1,&nbsp;,35.9,448(-8),(ポアゾンブラック),"2,300.0"
9,2015/06/11,門別,晴,11,北海道スプリントカッ(G3),14,4,5,1.4,1,3,丸田恭介,57,ダ1200,良,1:12.8,0.3,7-7,&nbsp;,37.1,456(+2),シゲルカガ,330.0
10,2015/04/08,大井,曇,11,東京スプリント競走(G3),14,5,7,2.0,1,1,丸田恭介,56,ダ1200,不,1:10.6,-0.3,2-2,34.1-36.5,36.2,454(0),(シゲルカガ),"2,700.0"
11,2015/03/17,高知,晴,5,黒船賞[指定交流](G3),12,4,4,3.1,2,1,丸田恭介,57,ダ1400,重,1:27.3,-0.4,3-3-2-1,&nbsp;,38.2,454(+2),(ドリームバレンチノ),"2,100.0"
12,2014/12/14,4中山4,晴,11,カペラS(G3),15,1,1,46.8,12,1,丸田恭介,56,ダ1200,良,1:09.5,-0.9,1-1,33.3-36.2,36.2,452(-6),(サトノタイガー),"3,565.1"
13,2014/11/30,5京都9,曇,11,オータムリーフS(OP),16,5,9,5.5,3,5,高倉稜,56,ダ1400,稍,1:23.0,1.0,1-1,34.4-36.3,37.3,458(+4),サトノプリンシパル,200.0
14,2014/10/12,4東京2,晴,10,テレビ静岡賞(1600万下),16,5,10,3.3,1,1,高倉稜,57,ダ1400,良,1:24.1,-0.6,1-1,35.9-36.1,36.1,454(-8),(アメージングタクト),"1,824.3"
15,2014/09/27,4阪神5,晴,11,大阪スポーツ杯(1600万下),12,7,9,3.8,2,3,和田竜二,57,ダ1400,良,1:24.2,0.2,3-3,34.8-37.2,37.2,462(+10),ホクセツキングオー,453.8
16,2014/05/18,3京都8,晴,11,栗東S(OP),16,4,8,7.7,4,9,和田竜二,54,ダ1400,良,1:23.8,0.7,10-10,34.7-36.7,36.5,452(+2),キョウワダッフィー,&nbsp;
17,2014/05/03,3京都3,曇,11,天王山S(OP),16,2,4,6.8,4,8,和田竜二,56,ダ1200,良,1:11.8,0.8,11-16,34.8-36.2,36.0,450(0),ナガラオリオン,&nbsp;
18,2014/03/22,1阪神7,晴,10,なにわS(1600万下),13,7,11,6.4,4,1,和田竜二,57,ダ1200,稍,1:11.3,-0.9,2-2,34.8-36.5,36.3,450(-4),(エリアコンプリート),"1,819.4"
19,2014/03/09,1阪神4,晴,12,4歳以上1000万下,16,8,15,8.7,4,1,和田竜二,57,ダ1400,良,1:25.1,-0.2,3-3,35.5-37.0,36.7,454(+2),(アメリ),"1,020.0"
20,2014/02/02,1東京2,晴,12,4歳以上1000万下,16,8,16,7.3,4,6,田中勝春,57,ダ1600,良,1:38.1,1.0,12-11,35.7-36.2,36.3,452(+2),キタサンイナズマ,&nbsp;
21,2013/11/23,5東京7,晴,12,3歳以上1000万下,16,4,7,13.8,7,5,田中勝春,56,ダ1600,良,1:37.8,0.2,14-13,35.8-36.7,35.7,450(-4),ドリームザネクスト,99.0
22,2013/09/21,4中山6,晴,10,市原特別(1000万下),16,3,6,18.8,10,7,田中勝春,54,ダ1800,良,1:54.2,0.9,1-1-1-1,37.9-37.0,37.9,454(-1),ワイルドフラッパー,&nbsp;
23,2013/08/28,笠松,晴,10,数河特別,10,2,2,1.2,1,1,浜中俊,56,ダ1400,良,1:25.7,-0.1,4-1-1,&nbsp;,37.2,455(-6),(スリーカーニバル),41.0
24,2013/07/10,笠松,晴,10,恵那峡特別,10,5,5,1.3,1,2,福永祐一,56,ダ1400,良,1:26.1,0.5,6-4-3,&nbsp;,36.7,461(+3),ミヤジガンバレ,10.3
25,2013/05/25,3京都11,晴,5,3歳500万下,16,1,2,1.6,1,13,川田将雅,56,ダ1400,良,1:26.3,1.4,6-10,34.6-38.2,38.9,458(+8),アメージングタクト,&nbsp;
26,2013/04/20,3京都1,晴,7,3歳500万下,12,8,12,4.7,3,9,浜中俊,56,芝1600,良,1:35.1,1.1,8-8,35.3-34.8,35.2,450(-6),ノボリディアーナ,&nbsp;
27,2013/01/26,1東京1,晴,6,3歳500万下,16,6,11,1.9,1,2,横山典弘,56,ダ1600,良,1:38.7,0.3,2-2,35.4-37.0,37.2,456(+4),チャーリーブレイヴ,280.0
28,2012/12/01,5阪神1,曇,9,ポインセチア賞(500万下),16,6,11,7.0,5,2,ウィリア,55,ダ1400,良,1:25.3,0.0,5-2,33.7-39.1,38.9,452(+4),サマリーズ,391.2
29,2012/11/10,5東京3,晴,5,2歳新馬,12,8,12,4.3,3,1,浜中俊,55,ダ1400,良,1:26.6,-1.2,2-3,36.1-37.5,37.2,448(0),(エジル),700.0
