,Date,Host,Weather,R_value,Race_name,Total_horse,Bracket_number,Horse_number,Odds,Popularity,Place,Rider,Penalty,Distance,Track_condition,Race_time,Margin,Passing,Pace,Fin,Horse_weight,Loser_horse,Prize
0,2016/02/20,1東京7,雨,11,ダイヤモンドS(G3),16,7,14,26.1,10,16,ヴェロン,56,芝3400,稍,3:46.6,8.8,2-2-3-16,38.2-37.1,44.4,522(+6),トゥインクル,&nbsp;
1,2015/11/29,5東京9,晴,11,ジャパンC(G1),18,3,5,66.3,12,17,ルメール,57,芝2400,良,2:26.1,1.4,11-11-11-5,35.2-35.3,35.5,516(+4),ショウナンパンドラ,&nbsp;
2,2015/11/01,4東京9,晴,11,天皇賞(秋)(G1),18,5,10,95.6,15,7,柴山雄一,58,芝2000,良,1:58.9,0.5,14-14-15,36.4-34.0,33.6,512(-6),ラブリーデイ,&nbsp;
3,2015/08/08,1札幌3,晴,11,札幌日経OP(OP),11,4,4,8.0,5,1,ルメール,58,芝2600,良,2:38.7,-0.1,1-1-1-1,37.0-35.0,35.0,518(-6),(タマモベストプレイ),"2,323.1"
4,2015/07/05,1函館6,晴,11,巴賞(OP),8,7,7,11.0,5,6,四位洋文,58,芝1800,良,1:47.5,1.0,8-8-8-8,36.0-35.5,34.9,524(+2),マイネルミラノ,&nbsp;
5,2015/06/14,3東京4,曇,11,エプソムC(G3),13,5,7,52.5,7,6,内田博幸,56,芝1800,良,1:46.0,0.6,10-11-11,35.6-34.6,34.5,522(0),エイシンヒカリ,&nbsp;
6,2015/01/31,1東京1,晴,11,白富士S(OP),14,8,14,19.4,7,6,柴山雄一,58,芝2000,稍,2:01.5,0.7,14-14-14,36.4-36.3,34.9,522(-8),アズマシャトル,&nbsp;
7,2015/01/04,1中山1,晴,11,日刊スポ賞中山金杯(G3),17,6,11,62.8,13,10,ブノワ,56,芝2000,良,1:59.0,1.2,17-16-17-17,35.6-34.8,34.0,530(+14),ラブリーデイ,&nbsp;
8,2014/12/06,4中京1,曇,11,金鯱賞(G2),17,7,14,35.8,9,10,デザーモ,56,芝2000,良,1:59.9,1.1,12-12-12-12,35.7-35.4,35.3,516(0),ラストインパクト,&nbsp;
9,2014/11/02,4東京9,晴,11,天皇賞(秋)(G1),18,5,10,117.7,15,16,柴田善臣,58,芝2000,良,2:00.5,0.8,18-18-18,36.4-34.6,34.0,516(-2),スピルバーグ,&nbsp;
