,Date,Host,Weather,R_value,Race_name,Total_horse,Bracket_number,Horse_number,Odds,Popularity,Place,Rider,Penalty,Distance,Track_condition,Race_time,Margin,Passing,Pace,Fin,Horse_weight,Loser_horse,Prize
0,2009/03/14,2中京1,曇,11,トヨタ賞中京記念(G3),18,8,16,48.7,13,15,佐藤哲三,56,芝2000,重,2:02.4,2.0,15-15-13-11,33.9-36.9,38.0,486(+4),サクラオリオン,&nbsp;
1,2009/03/01,2中山2,小雨,11,中山記念(G2),10,4,4,60.1,8,7,田中勝春,57,芝1800,稍,1:50.1,0.9,5-6-6-7,37.7-35.1,35.3,482(-2),カンパニー,&nbsp;
2,2008/12/06,5阪神1,晴,11,鳴尾記念(G3),17,5,9,43.7,10,5,ウィリア,58,芝1800,良,1:47.3,1.3,13-13,34.2-36.0,36.6,484(+2),サクラメガワンダー,410.0
3,2008/11/24,3福島10,曇,11,福島記念(G3),15,4,7,23.0,10,6,内田博幸,57,芝2000,良,2:00.5,0.4,13-13-12-9,34.9-36.4,36.0,482(+8),マンハッタンスカイ,&nbsp;
4,2008/10/13,盛岡,晴,10,マイルチャンピオンシ(G1),14,7,12,33.8,5,5,勝浦正樹,57,ダ1600,良,1:39.9,2.6,12-12,&nbsp;,&nbsp;,474(+2),ブルーコンコルド,500.0
5,2008/09/28,4中山6,曇,11,産経賞オールカマー(G2),14,3,3,55.7,9,7,勝浦正樹,57,芝2200,良,2:12.9,0.9,10-9-11-10,37.1-34.8,35.0,472(-10),マツリダゴッホ,&nbsp;
6,2008/08/14,旭川,曇,10,ブリーダーズゴールド(G2),13,4,5,15.8,5,5,福永祐一,56,ダ2300,良,2:33.5,2.2,5-5-5-5,&nbsp;,39.8,482(+4),メイショウトウコン,200.0
7,2008/07/21,盛岡,曇,10,マーキュリーC(G3),14,2,2,13.2,5,7,福永祐一,57,ダ2000,良,2:08.4,3.3,11-11-5-5,&nbsp;,&nbsp;,478(+2),サカラート,&nbsp;
8,2008/06/25,大井,曇,11,帝王賞競走(G1),13,8,13,&nbsp;,&nbsp;,除,武豊,57,ダ2000,稍,&nbsp;,&nbsp;,&nbsp;,36.8-37.6,&nbsp;,計不,フリオーソ,&nbsp;
9,2008/05/31,2中京3,小雨,11,金鯱賞(G2),17,5,10,26.9,9,12,四位洋文,57,芝2000,稍,2:00.2,1.1,16-16-16-15,35.3-35.1,34.8,476(-2),エイシンデピュティ,&nbsp;
10,2008/05/10,1新潟3,曇,11,新潟大賞典(G3),16,8,16,10.9,4,5,横山典弘,57.5,芝2000,良,1:58.9,0.4,11-11,35.5-32.9,32.5,478(+2),オースミグラスワン,410.0
11,2007/10/20,4東京6,晴,11,富士S(G3),18,6,11,6.0,2,12,横山典弘,56,芝1600,良,1:34.0,0.7,17-15,34.9-35.1,34.4,476(-4),マイネルシーガル,&nbsp;
12,2007/07/29,2小倉6,晴,10,小倉記念(G3),12,5,5,3.7,1,7,横山典弘,58,芝2000,良,1:59.4,0.7,11-10-6-5,34.9-35.3,35.5,480(0),サンレイジャスパー,&nbsp;
13,2007/06/24,3阪神4,小雨,11,宝塚記念(G1),18,1,1,46.9,8,13,横山典弘,58,芝2200,稍,2:15.9,3.5,18-18-17-16,33.5-36.9,39.2,480(+4),アドマイヤムーン,&nbsp;
14,2007/05/26,2中京3,晴,11,金鯱賞(G2),12,1,1,4.4,3,2,武豊,57,芝2000,良,1:57.2,0.0,9-9-10-9,33.9-36.0,35.0,476(-16),ローゼンクロイツ,"2,627.6"
15,2007/02/17,2京都7,雨,11,京都記念(G2),14,3,4,12.6,5,5,福永祐一,57,芝2200,稍,2:17.6,0.4,11-6-6-7,38.6-35.6,35.4,492(+14),アドマイヤムーン,640.0
16,2006/12/24,5中山8,晴,9,有馬記念(G1),14,7,11,92.0,11,12,横山典弘,57,芝2500,良,2:33.3,1.4,14-14-14-14,30.0-35.4,34.4,478(-4),ディープインパクト,&nbsp;
17,2006/11/26,5東京8,小雨,10,ジャパンC(G1),11,2,2,43.3,7,8,横山典弘,57,芝2400,良,2:26.1,1.0,7-6-6-7,37.0-34.3,34.6,482(-2),ディープインパクト,&nbsp;
18,2006/10/29,4東京8,晴,11,天皇賞(秋)(G1),16,5,10,16.9,7,2,横山典弘,58,芝2000,良,1:58.9,0.1,9-7-6,35.4-35.6,34.7,484(+10),ダイワメジャー,"5,406.8"
19,2006/09/24,4中山6,晴,11,産経賞オールカマー(G2),15,2,3,4.9,3,4,横山典弘,57,芝2200,良,2:12.1,0.0,13-12-12-11,36.7-35.8,34.7,474(-2),バランスオブゲーム,960.0
20,2006/08/27,3新潟6,晴,11,新潟記念(G3),17,8,18,3.4,1,4,福永祐一,57,芝2000,良,1:57.4,0.2,15-15,35.0-34.7,34.0,476(-8),トップガンジョー,650.0
21,2006/07/30,2小倉6,晴,10,小倉記念(G3),13,8,12,9.9,4,1,福永祐一,55,芝2000,良,1:57.8,-0.2,13-13-12-8,34.7-35.3,34.5,484(0),(ヴィータローザ),"4,345.5"
22,2006/01/15,1京都6,晴,11,日経新春杯(G2),12,8,11,10.7,6,2,岩田康誠,54,芝2400,稍,2:26.3,0.0,11-11-10-9,34.8-36.3,35.1,484(-6),アドマイヤフジ,"2,425.2"
23,2005/12/18,5阪神6,晴,10,オリオンS(1600万下),12,6,7,1.4,1,4,武豊,57,芝2000,良,2:04.7,0.4,8-8-7-6,38.0-35.8,35.5,490(0),エイシンドーバー,270.0
24,2005/11/20,5京都6,晴,10,古都S(1600万下),12,7,9,3.2,1,2,武豊,57.5,芝2200,良,2:14.4,0.0,8-8-5-5,36.8-34.0,33.8,490(+14),アドマイヤフジ,727.8
25,2005/10/23,4東京6,晴,11,テレビ静岡賞(1600万下),11,6,6,3.2,1,2,後藤浩輝,57,芝1800,良,1:47.1,0.0,8-9-8,36.3-34.0,33.4,476(-4),シェイクマイハート,727.6
26,2005/09/24,4阪神5,晴,9,夕月特別(1000万下),9,6,6,1.5,1,1,武豊,58,芝2000,良,2:01.7,0.0,8-7-7-5,37.9-36.0,35.3,480(+6),(トーワクリスタル),"1,473.8"
27,2005/09/03,3新潟7,晴,10,弥彦特別(1000万下),18,3,5,2.6,1,1,後藤浩輝,57,芝1800,良,1:46.7,-0.1,12-10,35.7-34.4,33.6,474(0),(メジロベネット),"1,491.3"
