,Date,Host,Weather,R_value,Race_name,Total_horse,Bracket_number,Horse_number,Odds,Popularity,Place,Rider,Penalty,Distance,Track_condition,Race_time,Margin,Passing,Pace,Fin,Horse_weight,Loser_horse,Prize
0,2013/12/21,5中山7,晴,10,中山大障害(J.G1),16,6,12,46.8,9,11,白浜雄造,63,障4100,稍,4:49.9,4.1,2-2-6-6,108.0-39.1,14.1,522(-12),アポロマーベリック,&nbsp;
1,2013/11/17,5京都6,晴,8,3歳以上1000万下,11,1,1,207.5,11,11,白浜雄造,57,ダ1800,稍,1:55.7,5.5,11-11-11-11,36.0-37.3,40.5,534(+8),クリノスターオー,&nbsp;
2,2012/12/22,5中山7,曇,10,中山大障害(J.G1),15,2,3,43.2,7,4,白浜雄造,63,障4100,稍,4:49.8,1.0,2-2-1-1,108.0-39.5,14.1,526(+6),マーベラスカイザー,980.0
3,2012/12/01,5阪神1,曇,12,3歳以上1000万下,15,1,1,259.8,15,15,白浜雄造,57,ダ1800,良,1:57.5,5.0,15-15-15-15,36.8-38.0,40.6,520(+4),トミケンアルドール,&nbsp;
4,2011/12/24,5中山7,晴,10,中山大障害(J.G1),10,4,4,14.2,5,5,白浜雄造,63,障4100,良,4:45.4,1.2,3-3-5-4,106.0-38.8,13.9,516(+2),マジェスティバイオ,700.0
5,2011/12/03,6阪神1,曇,8,3歳以上1000万下,16,3,6,207.8,15,16,白浜雄造,57,ダ2000,良,2:13.4,7.7,16-16-16-16,36.1-38.3,41.0,514(+4),シルクシュナイダー,&nbsp;
6,2009/04/18,3中山7,晴,11,中山グランドジャンプ(J.G1),15,7,13,3.2,2,1,白浜雄造,63.5,障4250,良,4:49.1,0.0,5-2-2-1,108.0-39.3,13.6,510(-6),(キングジョイ),"8,053.2"
7,2009/03/14,1阪神5,晴,9,阪神スプリングJ(J.G2),13,4,4,3.6,2,2,白浜雄造,61,障3900,重,4:24.4,0.0,4-4-3-3,107.0-39.9,13.6,516(-10),トーワヒヨシマル,"2,013.6"
8,2008/12/27,5中山7,晴,10,中山大障害(J.G1),16,5,10,16.3,4,4,白浜雄造,63,障4100,良,4:45.5,0.5,2-2-3-3,110.0-39.7,13.9,526(-6),キングジョイ,"1,200.0"
9,2008/11/24,5京都6,雨,7,3歳以上1000万下,16,5,9,245.2,14,12,白浜雄造,57,ダ1800,良,1:54.0,2.2,13-13-14-13,36.3-37.0,37.9,532(-2),ウォータクティクス,&nbsp;
10,2008/10/18,4京都3,晴,12,3歳以上1000万下,16,3,6,114.0,15,15,白浜雄造,57,ダ1800,良,1:54.1,2.9,15-14-16-16,37.0-36.7,37.6,534(+22),フサイチピージェイ,&nbsp;
11,2006/11/11,6京都3,雨,9,京都ハイジャンプ(J.G2),12,6,7,2.0,1,1,小坂忠士,62,障3930,稍,4:28.3,-1.3,1-1-1-1,105.0-39.1,13.7,512(0),(マルブツトップ),"5,042.0"
12,2006/06/10,3東京7,曇,9,東京ハイジャンプ(J.G2),14,8,14,1.8,1,1,白浜雄造,60,障3300,良,3:40.5,-0.4,3-3-3-2,106.0-39.0,13.4,512(-4),(テレジェニック),"5,052.5"
13,2006/05/13,3京都7,小雨,9,京都ジャンプS(J.G3),14,7,11,2.0,1,1,小坂忠士,61,障3170,不,3:38.2,-0.6,2-2-1-1,109.0-41.1,13.8,516(+8),(ファントムスズカ),"3,549.7"
14,2006/04/08,3中山5,晴,4,障害4歳以上OP,9,8,8,1.8,1,1,白浜雄造,61,障3200,良,3:33.3,-0.7,2-2-2-2,106.0-37.4,13.3,508(-10),(マルターズヒート),"1,500.0"
