,Date,Host,Weather,R_value,Race_name,Total_horse,Bracket_number,Horse_number,Odds,Popularity,Place,Rider,Penalty,Distance,Track_condition,Race_time,Margin,Passing,Pace,Fin,Horse_weight,Loser_horse,Prize
0,2010/12/28,園田,雨,10,兵庫ゴールドトロフィ(G3),12,8,11,3.2,2,1,安藤勝己,57.5,ダ1400,良,1:26.9,-0.2,5-5-3-3,&nbsp;,37.8,507(+11),(スーニ),"2,300.0"
1,2010/12/05,5阪神2,晴,11,ジャパンカップダート(G1),16,5,9,212.3,16,13,勝浦正樹,57,ダ1800,稍,1:51.3,2.4,9-9-13-12,35.9-36.6,38.2,496(-4),トランセンド,&nbsp;
2,2010/11/21,5東京6,曇,11,霜月S(OP),16,2,3,56.2,9,5,勝浦正樹,57.5,ダ1400,良,1:24.1,1.0,10-10,34.7-36.4,36.4,500(-4),セイクリムズン,210.0
3,2010/07/03,1函館5,晴,9,大沼S(OP),13,6,9,14.0,4,5,安藤勝己,57.5,ダ1700,良,1:44.7,0.3,9-9-10-9,29.0-37.6,37.1,504(-10),スターシップ,210.0
4,2010/05/26,浦和,曇,11,さきたま杯(G3),12,1,1,18.6,3,7,北村宏司,57,ダ1400,稍,1:27.9,1.7,8-7-7-6,35.7-38.0,39.3,514(+15),スマートファルコン,&nbsp;
5,2010/03/22,高知,晴,6,黒船賞[指定交流](G3),12,7,9,3.0,2,2,北村宏司,57,ダ1400,不,1:28.0,0.3,9-9-5-3,&nbsp;,&nbsp;,499(-1),スーニ,575.0
6,2010/02/21,1東京8,晴,11,フェブラリーS(G1),15,4,7,236.0,15,8,北村宏司,57,ダ1600,良,1:37.1,2.2,7-7,34.8-35.7,37.3,500(0),エスポワールシチー,&nbsp;
7,2009/12/24,園田,晴,10,兵庫ゴールドトロフィ(G3),12,7,10,4.8,3,1,安藤勝己,57.5,ダ1400,良,1:27.6,-0.4,5-4-3-3,&nbsp;,37.1,500(+7),(リミットレスビッド),"2,800.0"
8,2009/10/12,盛岡,曇,10,マイルチャンピオンシ(G1),15,1,1,26.5,5,4,安藤勝己,57,ダ1600,良,1:37.0,1.6,6-5,&nbsp;,&nbsp;,493(-9),エスポワールシチー,450.0
9,2009/09/21,4新潟4,晴,11,エルムS(G3),14,3,4,33.5,7,7,安藤勝己,57,ダ1800,良,1:52.0,0.9,12-12-13-13,36.0-36.0,36.0,502(+1),マチカネニホンバレ,&nbsp;
10,2009/08/14,盛岡,晴,9,クラスターC(G3),12,5,8,4.7,2,2,安藤勝己,57,ダ1200,良,1:10.0,0.0,5-4,&nbsp;,&nbsp;,501(-3),バンブーエール,575.0
11,2009/05/27,浦和,曇,10,さきたま杯(G3),12,3,3,8.2,3,4,安藤勝己,57,ダ1400,良,1:26.9,0.5,7-7-7-7,37.1-36.6,36.4,504(+5),スマートファルコン,300.0
12,2009/05/04,名古屋,曇,10,かきつばた記念(G3),12,7,10,4.7,2,2,安藤勝己,57,ダ1400,良,1:26.5,1.0,6-6-4,&nbsp;,37.4,499(-7),スマートファルコン,650.0
13,2009/03/20,高知,晴,10,黒船賞(G3),12,1,1,9.4,3,1,安藤勝己,57,ダ1400,不,1:27.4,-1.1,8-9-8-2,&nbsp;,&nbsp;,506(+4),(フェラーリピサ),"3,000.0"
