,Date,Host,Weather,R_value,Race_name,Total_horse,Bracket_number,Horse_number,Odds,Popularity,Place,Rider,Penalty,Distance,Track_condition,Race_time,Margin,Passing,Pace,Fin,Horse_weight,Loser_horse,Prize
0,2007/06/04,大井,晴,9,隅田川オープン競走(OP),12,8,12,2.8,1,4,内田博幸,58,ダ1600,良,1:40.1,0.8,6-7-8-7,36.8-38.7,38.8,492(-23),ベルモントギルダー,64.8
1,2006/11/03,川崎,晴,10,JBCクラシック(G1),14,5,8,96.1,10,6,張田京,57,ダ2100,良,2:17.5,1.4,8-9-9-7,29.8-39.3,40.2,515(+11),タイムパラドックス,&nbsp;
2,2006/10/05,大井,雨,10,東京記念競走(G),8,8,8,2.6,2,3,内田博幸,58,ダ2400,不,2:36.7,2.7,5-5-4-4,37.2-39.4,41.4,504(+10),マズルブラスト,600.0
3,2006/08/02,大井,晴,11,サンタアニタトロフィ(G),12,2,2,2.2,1,4,内田博幸,57,ダ1600,良,1:39.4,0.7,4-2-2-2,36.0-38.4,38.8,494(-6),ボンネビルレコード,150.0
4,2006/06/28,大井,晴,11,帝王賞競走(G1),13,6,8,28.8,6,8,戸崎圭太,57,ダ2000,良,2:04.8,2.7,6-6-6-6,36.3-37.0,38.7,500(-5),アジュディミツオー,&nbsp;
5,2006/06/06,大井,曇,10,大井記念競走(G),11,7,8,3.4,2,1,内田博幸,58,ダ2600,良,2:47.3,0.0,5-5-4-4,37.0-38.3,38.1,505(-3),(ボンネビルレコード),"3,000.0"
6,2006/05/11,大井,曇,10,’06グリーンC(OP),11,7,10,4.0,2,3,内田博幸,57,ダ2000,重,2:07.2,0.6,11-10-4-4,37.7-37.1,37.4,508(-2),ホクトアサティス,160.0
7,2005/12/11,5阪神4,曇,11,鳴尾記念(G3),13,7,10,102.8,12,11,石橋守,56,芝2000,良,2:03.0,1.4,7-8-8-10,37.1-36.5,36.1,510(+6),メジロマントル,&nbsp;
8,2005/11/26,5京都7,晴,11,京阪杯(G3),18,3,5,129.2,16,13,長谷川浩,56,芝1800,良,1:46.2,1.4,6-12,34.7-34.9,35.7,504(-2),カンパニー,&nbsp;
9,2005/11/05,5京都1,晴,11,カシオペアS(OP),12,6,8,40.9,11,7,岩田康誠,58,芝1800,良,1:46.7,0.6,7-7,37.0-33.5,33.6,506(+6),アサカディフィート,&nbsp;
10,2005/10/15,4京都3,雨,10,エニフS(OP),16,1,2,19.0,6,7,福永祐一,56,ダ1800,稍,1:51.1,1.4,12-11-11-9,35.7-38.1,37.0,500(+8),ヴァーミリアン,&nbsp;
11,2005/10/02,4阪神8,曇,11,シリウスS(G3),14,3,4,31.2,8,6,石橋守,56,ダ1400,良,1:24.7,0.8,13-13,34.3-37.6,36.9,492(+6),ブルーコンコルド,&nbsp;
12,2005/09/10,4阪神1,曇,11,朝日チャレンジC(G3),14,7,11,64.4,10,13,石橋守,58,芝2000,良,2:00.9,1.5,3-3-3-3,35.7-35.9,37.3,486(-12),ワンモアチャッター,&nbsp;
13,2005/03/06,1中京2,晴,11,トヨタ賞中京記念(G3),15,7,12,17.7,9,10,古川吉洋,57,芝2000,良,2:00.5,1.0,4-4-5-6,33.8-36.3,36.8,498(0),メガスターダム,&nbsp;
14,2005/02/27,2中山2,晴,11,中山記念(G2),14,6,9,12.2,5,11,ペリエ,57,芝1800,良,1:48.0,1.5,7-7-4-8,36.7-35.5,35.9,498(0),バランスオブゲーム,&nbsp;
15,2005/02/06,1小倉6,曇,11,小倉大賞典(G3),16,6,12,5.7,3,3,ルメール,57,芝1800,良,1:46.7,0.3,4-4-4-4,35.4-35.3,35.2,498(-8),メイショウカイドウ,"1,009.0"
16,2005/01/05,1中山1,晴,11,日刊スポ賞中山金杯(G3),15,2,2,9.1,4,4,古川吉洋,57,芝2000,良,1:59.3,0.3,3-3-3-3,36.8-36.2,36.2,506(+2),クラフトワーク,650.0
17,2004/12/12,5阪神4,雨,11,鳴尾記念(G3),15,1,1,43.2,10,3,古川吉洋,57,芝2000,良,2:01.2,0.5,2-2-2-2,36.8-34.8,35.2,504(+4),サクラセンチュリー,"1,108.3"
18,2004/11/27,5京都7,晴,11,京阪杯(G3),17,7,13,25.0,11,7,Ｍデムー,56,芝1800,良,1:47.1,0.8,4-4,36.2-34.2,34.5,500(+4),ダイワエルシエーロ,&nbsp;
19,2004/10/23,4京都5,晴,11,オパールS(OP),11,2,2,5.3,3,6,福永祐一,57,芝2000,良,2:01.5,0.2,2-2-2-2,37.2-34.5,34.6,496(+2),アンフィトリオン,&nbsp;
20,2004/10/02,4阪神7,曇,11,ポートアイランドS(OP),10,4,4,8.8,3,6,福永祐一,58,芝1600,良,1:34.1,0.4,6-5-6,35.5-34.7,34.6,494(+6),ニューベリー,&nbsp;
21,2004/09/11,4阪神1,曇,11,朝日チャレンジC(G3),11,1,1,20.7,6,6,福永祐一,58,芝2000,良,2:01.8,0.2,2-2-2-4,37.5-34.1,34.1,488(0),スズカマンボ,&nbsp;
22,2004/04/04,3中山4,雨,11,ダービー卿チャレンジ(G3),15,4,6,7.3,3,6,バルジュ,57,芝1600,良,1:33.7,0.3,8-7-8,34.2-36.5,36.2,488(+2),マイネルモルゲン,&nbsp;
23,2004/03/07,1中京2,晴,11,トヨタ賞中京記念(G3),16,1,1,10.8,6,4,スボリッ,57,芝2000,良,1:59.3,0.7,11-9-7-7,34.8-35.0,35.1,486(-2),メイショウキオウ,650.0
24,2004/02/29,2中山2,曇,11,中山記念(G2),14,4,7,&nbsp;,&nbsp;,取,バルジュ,56,芝1800,良,&nbsp;,&nbsp;,&nbsp;,35.3-35.3,&nbsp;,計不,サクラプレジデント,&nbsp;
25,2004/02/08,1小倉8,晴,11,小倉大賞典(G3),15,7,13,3.8,1,6,ルメール,57,芝1800,良,1:50.3,1.2,9-11-11-12,37.7-35.5,36.0,488(-2),メイショウバトラー,&nbsp;
26,2004/01/05,1京都1,晴,11,スポニチ賞京都金杯(G3),16,2,3,6.9,3,4,ルメール,56.5,芝1600,良,1:33.3,0.0,9-9,34.4-35.7,34.8,490(-12),マイソールサウンド,650.0
27,2003/12/14,5阪神4,晴,11,鳴尾記念(G3),16,1,1,4.3,2,7,岩田康誠,56.5,芝2000,良,2:00.4,0.4,3-3-4-5,36.1-35.0,35.1,502(+8),ウインブレイズ,&nbsp;
28,2003/11/23,5京都6,曇,11,マイルチャンピオンS(G1),18,7,14,16.2,7,7,安藤勝己,56,芝1600,良,1:33.8,0.5,6-6,34.4-35.7,34.7,494(-8),デュランダル,&nbsp;
29,2003/11/08,5京都1,晴,11,カシオペアS(OP),13,5,7,4.6,2,4,福永祐一,56,芝1800,良,1:48.9,0.6,6-4,37.0-33.6,33.9,502(+30),プリサイスマシーン,360.0
30,2003/06/01,2東京4,曇,10,東京優駿(G1),18,3,5,12.1,5,10,福永祐一,57,芝2400,重,2:29.8,1.3,3-4-6-4,36.4-36.3,36.7,472(-12),ネオユニヴァース,&nbsp;
