,Date,Host,Weather,R_value,Race_name,Total_horse,Bracket_number,Horse_number,Odds,Popularity,Place,Rider,Penalty,Distance,Track_condition,Race_time,Margin,Passing,Pace,Fin,Horse_weight,Loser_horse,Prize
0,2005/05/01,3京都4,小雨,11,天皇賞(春)(G1),18,4,8,6.0,3,16,角田晃一,58,芝3200,良,3:18.3,1.8,3-3-4-3,37.7-34.9,36.3,468(0),スズカマンボ,&nbsp;
1,2005/02/19,2京都7,雨,11,京都記念(G2),12,6,8,14.8,5,3,角田晃一,60,芝2200,重,2:16.1,0.4,8-8-10-9,37.0-36.2,35.6,468(+12),ナリタセンチュリー,"1,612.8"
2,2004/12/26,5中山8,晴,9,有馬記念(G1),15,6,11,13.1,6,14,角田晃一,57,芝2500,良,2:31.3,1.8,2-2-2-3,30.1-35.6,37.1,456(+2),ゼンノロブロイ,&nbsp;
3,2004/11/28,5東京8,晴,11,ジャパンC(G1),16,6,11,25.0,11,9,角田晃一,57,芝2400,良,2:25.6,1.4,4-4-3-2,35.9-35.0,36.2,454(0),ゼンノロブロイ,&nbsp;
4,2004/10/31,4東京8,曇,11,天皇賞(秋)(G1),17,7,14,19.8,10,16,角田晃一,58,芝2000,稍,2:02.7,3.8,13-14-13,35.8-35.1,37.8,454(0),ゼンノロブロイ,&nbsp;
5,2003/10/12,4京都2,晴,11,京都大賞典(G2),9,8,9,2.5,2,2,角田晃一,59,芝2400,良,2:26.8,0.2,2-2-2-2,37.3-34.0,34.1,454(0),タップダンスシチー,"2,621.2"
6,2003/06/29,3阪神4,晴,11,宝塚記念(G1),17,5,10,16.3,6,1,角田晃一,58,芝2200,良,2:12.0,0.0,11-10-9-8,35.0-36.9,36.0,454(0),(ツルマルボーイ),"13,569.6"
7,2003/05/04,3京都4,晴,11,天皇賞(春)(G1),18,6,11,16.1,7,1,角田晃一,58,芝3200,良,3:17.0,-0.1,11-11-9-7,37.1-36.1,35.6,454(-4),(サンライズジェガー),"13,590.6"
8,2003/04/06,2阪神4,晴,11,産経大阪杯(G2),15,4,6,28.8,8,7,角田晃一,59,芝2000,良,1:59.6,0.5,12-12-10-10,35.6-35.4,35.0,458(-6),タガノマイバッハ,&nbsp;
9,2003/03/23,1阪神8,晴,11,阪神大賞典(G2),15,4,7,16.1,5,12,角田晃一,58,芝3000,良,3:07.0,1.1,13-12-7-8,36.1-34.9,35.3,464(0),ダイタクバートラム,&nbsp;
10,2002/12/22,5中山8,曇,9,有馬記念(G1),14,3,3,18.5,5,11,角田晃一,55,芝2500,稍,2:34.2,1.6,13-14-14-11,30.8-35.8,35.6,464(+4),シンボリクリスエス,&nbsp;
11,2002/10/20,4京都6,雨,11,菊花賞(G1),18,1,2,36.6,10,1,角田晃一,57,芝3000,良,3:05.9,0.0,14-13-7-2,34.6-35.4,35.2,460(+4),(ファストタテヤマ),"15,435.0"
12,2002/09/22,4阪神6,晴,11,神戸新聞杯(G2),16,4,8,16.1,7,6,角田晃一,56,芝2000,良,2:00.4,1.3,14-15-14-13,36.0-35.5,35.7,456(0),シンボリクリスエス,&nbsp;
13,2002/09/08,4阪神2,曇,9,野分特別(1000万下),8,2,2,2.0,1,1,角田晃一,55,芝2000,良,2:02.0,-0.1,4-4-2-2,38.1-34.1,34.1,456(+10),(エルウェースター),"1,469.6"
14,2002/08/04,2函館8,曇,10,洞爺湖特別(1000万下),16,7,13,4.3,2,3,四位洋文,54,芝2000,良,2:04.5,0.2,12-11-14-14,37.1-36.9,36.2,446(-12),プレジオ,365.3
15,2002/07/20,2新潟3,晴,11,佐渡特別(1000万下),9,5,5,2.2,1,3,角田晃一,54,芝2200,良,2:13.2,0.4,4-4-3-3,36.6-34.3,34.6,458(+8),プレシャスソング,363.0
16,2002/06/22,3阪神3,晴,9,売布特別(500万下),18,7,13,6.7,3,1,角田晃一,53,芝2200,良,2:12.6,-0.8,5-5-4-2,34.9-36.9,36.2,450(-2),(プローサム),"1,093.4"
17,2002/06/08,2中京7,晴,9,ぶっぽうそう特別(500万下),15,8,15,3.8,1,2,角田晃一,55,芝2000,良,2:01.7,0.0,9-7-6-4,35.4-36.6,36.2,452(-6),アクトナチュラリー,410.4
18,2002/05/26,2中京4,晴,2,3歳未勝利,18,7,15,11.7,5,1,角田晃一,55,芝2000,良,2:00.5,-0.5,8-8-3-2,34.5-36.7,36.5,458(-2),(メイショウノビノビ),510.0
