,Date,Host,Weather,R_value,Race_name,Total_horse,Bracket_number,Horse_number,Odds,Popularity,Place,Rider,Penalty,Distance,Track_condition,Race_time,Margin,Passing,Pace,Fin,Horse_weight,Loser_horse,Prize
0,2010/03/27,3中山1,晴,11,日経賞(G2),15,7,12,175.8,13,14,北村宏司,57,芝2500,稍,2:35.0,0.9,1-1-1-1,29.8-36.5,37.4,500(-6),マイネルキッツ,&nbsp;
1,2010/02/28,2中山2,晴,11,中山記念(G2),16,8,15,64.3,14,14,北村宏司,57,芝1800,不,1:56.5,4.8,5-5-4-7,36.6-38.2,42.5,506(+8),トーセンクラウン,&nbsp;
2,2009/08/09,2新潟8,雨,11,関屋記念(G3),18,4,7,37.8,10,11,北村宏司,57,芝1600,稍,1:33.6,0.9,7-8,34.6-33.7,33.7,498(-4),スマイルジャック,&nbsp;
3,2009/05/10,2東京6,晴,10,オアシスS(OP),16,7,14,10.1,5,16,安藤勝己,57.5,ダ1600,良,1:47.7,12.5,3-7,34.3-37.2,49.2,502(-6),アドマイヤスバル,&nbsp;
4,2009/03/28,3中山1,晴,11,日経賞(G2),14,3,4,17.0,6,13,北村宏司,57,芝2500,良,2:33.1,1.9,2-2-4-3,29.5-35.3,36.9,508(0),アルナスライン,&nbsp;
5,2009/03/01,2中山2,小雨,11,中山記念(G2),10,3,3,8.0,5,4,北村宏司,57,芝1800,稍,1:49.3,0.1,1-1-1-1,37.7-35.1,35.2,508(0),カンパニー,960.0
6,2009/01/25,1中山8,晴,11,アメリカジョッキーC(G2),13,8,12,11.1,6,5,田中勝春,57,芝2200,良,2:14.4,0.5,1-1-1-1,36.6-35.9,36.4,508(+2),ネヴァブション,600.0
7,2009/01/04,1中山1,晴,11,日刊スポ賞中山金杯(G3),16,3,6,8.9,5,7,田中勝春,57.5,芝2000,良,1:58.9,0.4,5-5-4-3,36.2-35.8,35.9,506(+14),アドマイヤフジ,&nbsp;
8,2008/11/02,4東京8,晴,11,天皇賞(秋)(G1),17,5,10,109.2,16,9,北村宏司,58,芝2000,良,1:57.7,0.5,2-3-3,35.2-35.2,35.3,492(+8),ウオッカ,&nbsp;
9,2008/09/28,4中山6,曇,11,産経賞オールカマー(G2),14,6,10,18.2,6,2,横山典弘,57,芝2200,良,2:12.3,0.3,1-1-1-1,37.1-34.8,35.1,484(-8),マツリダゴッホ,"2,628.8"
10,2008/08/31,1札幌6,晴,9,キーンランドC(G3),16,1,1,14.5,7,4,四位洋文,56,芝1200,良,1:08.6,0.7,13-13,33.9-34.0,34.0,492(-6),タニノマティーニ,620.0
11,2008/08/03,2函館6,小雨,9,UHB杯(OP),16,4,7,3.3,1,3,ホワイト,57.5,芝1200,不,1:11.2,0.4,5-4,34.5-36.3,36.2,498(-4),マヤノツルギ,604.8
12,2008/07/06,1函館6,晴,11,函館スプリントS(G3),16,4,8,11.5,4,3,ホワイト,57,芝1200,良,1:08.8,0.4,9-6,32.8-35.6,35.2,502(-2),キンシャサノキセキ,"1,008.3"
13,2008/05/17,2東京7,曇,11,京王杯スプリングC(G2),17,1,2,15.2,4,5,安藤勝己,57,芝1400,良,1:21.3,0.5,4-4,34.7-34.6,33.7,504(+4),スーパーホーネット,600.0
14,2008/04/19,2阪神7,晴,11,読売マイラーズC(G2),15,7,13,10.6,5,5,安藤勝己,57,芝1600,良,1:33.9,0.3,5-4,35.5-34.8,34.7,500(-2),カンパニー,600.0
15,2008/04/06,3中山4,晴,11,ダービー卿チャレンジ(G3),16,4,8,5.4,2,11,田中勝春,58,芝1600,良,1:34.7,0.5,10-7-7,36.0-34.6,34.3,502(+6),サイレントプライド,&nbsp;
16,2007/11/18,5京都6,曇,11,マイルチャンピオンS(G1),18,2,3,18.4,7,6,岩田康誠,57,芝1600,良,1:33.3,0.6,4-4,34.4-34.7,34.8,496(-4),ダイワメジャー,&nbsp;
17,2007/10/27,4京都8,晴,11,毎日放送賞スワンS(G2),18,4,8,4.6,2,6,田中勝春,57,芝1400,稍,1:21.4,0.7,14-9,33.7-35.5,34.8,500(0),スーパーホーネット,&nbsp;
18,2007/09/30,4中山8,雨,11,スプリンターズS(G1),16,8,16,7.0,4,4,田中勝春,57,芝1200,不,1:09.6,0.2,9-8,33.1-36.3,35.8,500(+6),アストンマーチャン,"1,400.0"
19,2007/09/09,4中山2,晴,11,京成杯オータムH(G3),16,1,2,6.0,2,1,田中勝春,57,芝1600,良,1:32.6,-0.3,5-5-3,35.1-34.8,34.4,494(-14),(カンファーベスト),"4,160.2"
20,2007/03/18,2中山8,晴,10,東風S(OP),16,5,10,4.5,2,1,田中勝春,56,芝1600,良,1:33.6,0.0,7-8-6,34.5-36.4,35.7,508(-6),(インセンティブガイ),"2,435.0"
21,2007/01/27,1東京1,晴,11,東京新聞杯(G3),15,4,8,11.4,4,11,北村宏司,56,芝1600,良,1:34.0,1.3,2-3,34.8-34.4,35.3,514(+2),スズカフェニックス,&nbsp;
22,2007/01/13,1中山4,晴,11,ニューイヤーS(OP),15,7,14,5.0,2,4,北村宏司,56,芝1600,良,1:33.8,0.4,5-6-7,35.1-35.5,35.3,512(+22),ダンスインザモア,360.0
23,2006/04/30,1新潟2,曇,11,谷川岳S(OP),15,7,13,3.0,1,9,鹿戸雄一,57,芝1400,良,1:21.7,0.6,8-7,33.8-35.8,35.7,490(-6),チアフルスマイル,&nbsp;
