,Date,Host,Weather,R_value,Race_name,Total_horse,Bracket_number,Horse_number,Odds,Popularity,Place,Rider,Penalty,Distance,Track_condition,Race_time,Margin,Passing,Pace,Fin,Horse_weight,Loser_horse,Prize
0,2006/06/25,4京都4,雨,11,宝塚記念(G1),13,5,7,67.0,10,2,田島裕和,58,芝2200,稍,2:13.7,0.7,8-8-8-7,36.2-35.8,35.8,476(0),ディープインパクト,"5,378.0"
1,2006/04/30,3京都4,晴,11,天皇賞(春)(G1),17,8,16,98.4,10,12,田島裕和,58,芝3200,良,3:16.0,2.6,8-8-8-8,36.2-33.5,35.5,476(+6),ディープインパクト,&nbsp;
2,2005/02/19,2京都7,雨,11,京都記念(G2),12,6,7,5.7,2,1,田島裕和,57,芝2200,重,2:15.7,-0.2,10-9-7-6,37.0-36.2,35.6,470(+6),(トウショウナイト),"6,489.6"
3,2005/01/16,1京都6,曇,11,日経新春杯(G2),10,6,6,1.6,1,9,武豊,58,芝2400,良,2:29.5,0.5,7-7-6-6,37.4-34.1,34.2,464(+4),サクラセンチュリー,&nbsp;
4,2004/11/28,5東京8,晴,11,ジャパンC(G1),16,2,4,11.1,4,5,柴田善臣,57,芝2400,良,2:24.9,0.7,9-9-9-8,35.9-35.0,34.9,460(-4),ゼンノロブロイ,"2,500.0"
5,2004/10/31,4東京8,曇,11,天皇賞(秋)(G1),17,6,11,13.9,7,6,田島裕和,58,芝2000,稍,1:59.6,0.7,15-15-15,35.8-35.1,34.5,464(-4),ゼンノロブロイ,&nbsp;
6,2004/10/10,4京都2,晴,11,京都大賞典(G2),10,7,7,18.3,5,1,田島裕和,57,芝2400,良,2:25.2,0.0,8-8-7-8,35.8-34.3,33.7,468(-2),(ゼンノロブロイ),"6,474.2"
7,2004/05/02,3京都4,曇,11,天皇賞(春)(G1),18,1,2,131.1,13,5,吉田稔,58,芝3200,良,3:20.1,1.7,17-17-15-13,37.2-36.1,34.9,470(+2),イングランディーレ,"1,320.0"
8,2004/04/04,2阪神4,曇,11,産経大阪杯(G2),11,6,7,17.5,6,8,田島裕和,57,芝2000,稍,2:00.2,0.6,7-7-7-8,35.9-35.6,35.5,468(0),ネオユニヴァース,&nbsp;
9,2004/03/07,1中京2,晴,11,トヨタ賞中京記念(G3),16,7,13,6.4,3,2,田島裕和,56,芝2000,良,1:58.8,0.2,8-9-11-10,34.8-35.0,34.4,468(+6),メイショウキオウ,"1,717.4"
10,2004/02/01,2京都2,晴,10,松籟S(1600万下),12,8,12,4.0,2,1,田島裕和,57,芝2400,良,2:27.1,-0.2,6-6-6-4,35.9-35.5,35.2,462(0),(トレジャーハンター),"1,826.6"
11,2004/01/05,1京都1,晴,9,初夢賞(1000万下),12,6,7,2.7,2,1,田島裕和,57,芝2000,良,2:02.4,0.0,6-5-7-6,37.4-34.7,34.3,462(0),(カノヤバトルクロス),"1,482.2"
12,2003/12/14,5阪神4,晴,8,3歳以上1000万下,12,8,11,2.2,1,1,田島裕和,57,芝2000,良,2:01.0,-0.3,3-4-5-4,37.8-35.7,35.2,462(-2),(テイエムテンライ),"1,050.0"
13,2003/05/31,2中京3,曇,11,金鯱賞(G2),14,8,14,69.1,11,7,田島裕和,57,芝2000,稍,1:59.7,0.8,10-10-10-10,34.7-35.8,35.8,464(+2),タップダンスシチー,&nbsp;
14,2003/05/11,3京都6,雨,10,下鴨S(1600万下),11,7,9,4.0,3,3,田島裕和,57,芝1800,重,1:49.1,0.1,5-4,34.5-38.2,36.2,462(+2),ウインシュナイト,453.8
15,2003/04/20,2阪神8,曇,10,甲武特別(1000万下),10,5,5,4.4,3,1,田島裕和,56,芝2200,稍,2:14.0,-0.3,3-3-3-2,37.0-34.9,34.6,460(+4),(ジョーリュウオー),"1,475.2"
16,2003/03/23,1中京6,晴,9,4歳以上500万下,16,7,14,2.9,1,1,田島裕和,57,ダ1700,良,1:47.6,-0.7,3-3-2-2,30.4-38.2,38.0,456(+8),(ツエルククラウン),750.0
17,2002/05/11,3京都7,曇,6,3歳500万下,14,4,6,4.3,2,3,田島裕和,55,芝2000,稍,2:01.6,0.6,5-5-3-2,36.8-35.9,36.3,448(+4),マイソールサウンド,180.0
18,2002/04/13,2阪神7,晴,9,若草S(OP),12,2,2,35.5,10,4,田島裕和,55,芝2200,良,2:13.7,0.5,6-6-7-5,36.9-35.4,35.3,444(-4),ローエングリン,290.0
19,2002/03/24,2阪神2,晴,3,3歳未勝利,12,5,5,1.2,1,1,田島裕和,55,ダ1800,良,1:56.0,-0.5,3-3-2-1,37.3-40.1,40.1,448(+4),(トライワンズラック),510.0
20,2002/03/02,1阪神3,晴,6,3歳未勝利,16,4,8,2.5,1,2,田島裕和,55,芝2000,良,2:03.8,0.1,4-5-3-3,37.6-36.6,36.5,444(-6),イエローボイス,200.0
21,2002/02/09,2京都5,曇,4,3歳未勝利,16,8,15,9.7,4,2,田島裕和,55,芝2000,良,2:03.0,0.0,14-14-14-14,36.1-36.4,35.2,450(-4),トゥルーピース,200.0
22,2002/01/05,1京都1,晴,5,3歳新馬,16,8,15,21.9,6,4,武幸四郎,55,芝1800,良,1:50.6,0.4,5-6,35.0-36.9,36.5,454(0),ノーリーズン,90.0
