,Date,Host,Weather,R_value,Race_name,Total_horse,Bracket_number,Horse_number,Odds,Popularity,Place,Rider,Penalty,Distance,Track_condition,Race_time,Margin,Passing,Pace,Fin,Horse_weight,Loser_horse,Prize
0,2009/05/31,3東京4,雨,12,目黒記念(G2),18,5,10,53.0,14,16,岩田康誠,57.5,芝2500,不,2:43.9,4.9,6-6-7-8,29.9-38.4,42.5,516(0),ミヤビランベリ,&nbsp;
1,2009/05/03,3京都4,曇,10,天皇賞(春)(G1),18,7,13,47.6,13,10,岩田康誠,58,芝3200,良,3:16.2,1.8,10-10-8-11,36.4-35.1,36.2,516(-8),マイネルキッツ,&nbsp;
2,2009/03/22,1阪神8,雨,11,阪神大賞典(G2),12,5,5,36.5,10,6,川田将雅,58,芝3000,重,3:14.4,1.2,2-2-2-2,37.4-40.6,39.7,524(+3),アサクサキングス,&nbsp;
3,2007/12/29,大井,曇,10,東京大賞典競走(G1),15,4,6,16.2,5,12,岩田康誠,57,ダ2000,不,2:07.3,4.1,11-11-12-11,35.6-36.6,39.9,521(-3),ヴァーミリアン,&nbsp;
4,2007/12/23,5中山8,晴,9,有馬記念(G1),15,7,13,59.6,10,12,川田将雅,57,芝2500,稍,2:35.7,2.1,5-5-6-7,29.3-36.4,38.0,524(-2),マツリダゴッホ,&nbsp;
5,2007/11/25,5東京8,晴,10,ジャパンC(G1),18,8,18,147.2,14,5,川田将雅,57,芝2400,良,2:25.1,0.4,6-5-5-4,35.6-34.3,34.4,526(+2),アドマイヤムーン,"2,500.0"
6,2007/10/28,4東京9,晴,11,天皇賞(秋)(G1),16,2,4,48.0,12,12,川田将雅,58,芝2000,稍,1:59.7,1.3,2-2-2,36.1-35.0,36.1,524(+4),メイショウサムソン,&nbsp;
7,2007/10/07,4京都2,曇,11,京都大賞典(G2),10,2,2,13.3,5,5,川田将雅,59,芝2400,良,2:25.1,0.3,1-1-1-1,36.3-34.0,34.3,520(+4),インティライミ,650.0
8,2007/04/29,3京都4,晴,11,天皇賞(春)(G1),16,8,15,4.6,3,12,岩田康誠,58,芝3200,良,3:15.2,1.1,4-4-2-2,36.9-34.8,35.9,516(-6),メイショウサムソン,&nbsp;
9,2007/03/18,1阪神8,晴,11,阪神大賞典(G2),11,1,1,8.2,4,4,岩田康誠,59,芝3000,良,3:08.4,0.1,5-5-7-7,38.3-34.5,34.1,522(+2),アイポッパー,980.0
10,2006/12/24,5中山8,晴,9,有馬記念(G1),14,2,2,39.0,9,6,岩田康誠,57,芝2500,良,2:32.7,0.8,4-3-4-4,30.0-35.4,35.3,520(0),ディープインパクト,&nbsp;
