,Date,Host,Weather,R_value,Race_name,Total_horse,Bracket_number,Horse_number,Odds,Popularity,Place,Rider,Penalty,Distance,Track_condition,Race_time,Margin,Passing,Pace,Fin,Horse_weight,Loser_horse,Prize
0,2021/12/19,6阪神6,晴,11,朝日フューチュリティ(G1),15,3,4,2.4,1,2,Ｃ．デム,55,芝1600,良,1:33.6,0.1,5-5,34.3-35.2,34.8,486(0),ドウデュース,"2,831.6"
1,2021/11/13,5阪神3,晴,11,デイリー杯2歳S(G2),7,6,6,2.4,1,1,藤岡佑介,55,芝1600,良,1:35.1,0.0,6-4,35.9-33.8,33.4,486(0),(ソネットフレーズ),"3,825.2"
2,2021/08/29,4新潟6,晴,11,新潟2歳S(G3),12,1,1,4.5,3,1,川田将雅,54,芝1600,良,1:33.8,-0.2,6-6,36.2-33.6,32.8,486(+6),(アライバル),"3,143.4"
3,2021/06/12,4中京3,曇,5,2歳新馬,10,6,6,2.7,1,1,川田将雅,54,芝1600,良,1:35.0,-0.2,3-2-2,37.2-34.4,34.4,480(0),(ベルクレスタ),700.0
