,Date,Host,Weather,R_value,Race_name,Total_horse,Bracket_number,Horse_number,Odds,Popularity,Place,Rider,Penalty,Distance,Track_condition,Race_time,Margin,Passing,Pace,Fin,Horse_weight,Loser_horse,Prize
0,2021/12/19,6阪神6,晴,11,朝日フューチュリティ(G1),15,7,13,3.2,2,5,ルメール,55,芝1600,良,1:34.0,0.5,14-13,34.3-35.2,34.5,496(+4),ドウデュース,700.0
1,2021/09/04,2札幌7,晴,11,札幌2歳S(G3),9,8,9,2.1,1,1,ルメール,54,芝1800,良,1:49.1,-0.7,9-9-5-3,36.4-36.8,36.1,492(+2),(アスクワイルドモア),"3,137.1"
2,2021/06/26,3東京7,曇,5,2歳新馬,10,2,2,4.5,3,1,ルメール,54,芝1800,良,1:48.2,-0.2,3-3-4,38.1-33.5,33.3,490(0),(アサヒ),700.0
