,Date,Host,Weather,R_value,Race_name,Total_horse,Bracket_number,Horse_number,Odds,Popularity,Place,Rider,Penalty,Distance,Track_condition,Race_time,Margin,Passing,Pace,Fin,Horse_weight,Loser_horse,Prize
0,2018/12/22,5中山7,小雨,10,中山大障害(J.G1),13,6,9,1.4,1,中,白浜雄造,63,障4100,良,&nbsp;,&nbsp;,1-1-3,106.0-39.0,&nbsp;,532(+2),ニホンピロバロン,&nbsp;
1,2018/09/15,4阪神3,曇,8,阪神ジャンプS(J.G3),9,4,4,1.1,1,1,白浜雄造,62,障3140,良,3:27.2,-0.1,1-1-1-1,104.0-39.5,13.2,530(-2),(ラヴアンドポップ),"2,932.2"
2,2018/07/28,2小倉1,晴,8,小倉サマージャンプ(J.G3),11,5,5,1.2,1,2,白浜雄造,62,障3390,良,3:41.7,0.4,2-2-2-2,106.0-38.3,13.1,532(-2),ヨカグラ,"1,211.0"
3,2018/04/14,3中山7,曇,11,中山グランドジャンプ(J.G1),12,7,9,2.3,2,2,林満明,63,障4250,良,4:45.4,2.4,1-1-1-2,103.0-36.9,13.4,534(-2),オジュウチョウサン,"2,612.0"
4,2018/03/10,1阪神5,晴,8,阪神スプリングJ(J.G2),9,2,2,1.2,1,1,林満明,62,障3900,良,4:23.4,-1.3,1-1-1-1,105.0-39.0,13.5,536(+6),(グッドスカイ),"4,131.5"
5,2017/12/23,5中山7,晴,10,中山大障害(J.G1),15,4,6,6.8,2,2,林満明,63,障4100,良,4:36.2,0.1,1-1-1-1,106.0-39.4,13.5,530(+6),オジュウチョウサン,"2,615.0"
6,2017/09/16,4阪神3,雨,8,阪神ジャンプS(J.G3),7,5,5,1.8,1,1,林満明,62,障3140,稍,3:29.3,-1.0,1-1-1-1,104.0-38.3,13.3,524(-2),(ルペールノエル),"2,925.9"
7,2017/07/29,2小倉1,晴,8,小倉サマージャンプ(J.G3),14,3,4,1.6,1,2,林満明,62,障3390,良,3:42.7,0.0,2-2-2-2,104.0-38.4,13.1,526(-8),ソロル,"1,214.2"
8,2017/04/15,3中山7,曇,11,中山グランドジャンプ(J.G1),13,5,6,4.4,2,3,林満明,63,障4250,良,4:52.7,1.9,2-2-3-3,104.0-36.5,13.8,534(0),オジュウチョウサン,"1,706.5"
9,2017/03/11,1阪神5,晴,8,阪神スプリングJ(J.G2),11,6,6,4.9,2,2,林満明,62,障3900,良,4:28.5,0.4,2-2-1-1,104.0-36.9,13.8,534(+4),オジュウチョウサン,"1,611.2"
10,2016/12/23,5中山7,曇,10,中山大障害(J.G1),11,8,12,3.2,2,2,林満明,63,障4100,良,4:47.1,1.5,2-1-1-1,107.0-38.8,14.0,530(+2),オジュウチョウサン,"2,612.0"
11,2016/09/17,4阪神3,曇,8,阪神ジャンプS(J.G3),11,8,11,3.1,2,2,林満明,62,障3140,良,3:28.3,0.1,1-1-1-1,106.0-38.2,13.3,528(+6),ニホンピロバロン,"1,211.0"
12,2016/08/27,2新潟9,晴,8,新潟ジャンプS(J.G3),14,5,7,1.7,1,8,林満明,62,障3250,良,3:32.4,2.5,9-10-10-10,104.0-37.7,13.1,522(-10),タイセイドリーム,&nbsp;
13,2016/03/12,1阪神5,晴,8,阪神スプリングJ(J.G2),13,4,4,2.1,1,2,白浜雄造,62,障3900,良,4:23.4,0.9,2-2-2-2,107.0-39.1,13.5,532(+4),サナシオン,"1,613.2"
14,2015/12/26,5中山7,晴,10,中山大障害(J.G1),14,8,13,3.5,2,1,林満明,63,障4100,良,4:37.9,-0.1,3-3-2-2,108.0-39.2,13.6,528(+6),(エイコーンパス),"6,549.7"
15,2015/08/01,2小倉1,晴,8,小倉サマージャンプ(J.G3),8,1,1,2.5,2,1,林満明,62,障3390,良,3:42.8,-0.2,2-2-1-1,107.0-40.0,13.1,522(0),(ビコーピリラニ),"2,828.0"
16,2015/04/18,3中山7,晴,11,中山グランドジャンプ(J.G1),15,7,12,12.0,4,1,林満明,63,障4250,良,4:46.6,-1.7,2-2-1-1,104.0-38.1,13.5,522(-4),(ソンブレロ),"6,552.5"
17,2015/03/14,1阪神5,晴,8,阪神スプリングJ(J.G2),13,7,11,3.3,1,4,林満明,60,障3900,稍,4:23.4,0.6,5-5-5-6,109.0-39.8,13.5,526(+4),サンレイデューク,600.0
18,2015/01/10,1中山3,晴,8,中山新春ジャンプS(OP),14,7,12,1.7,1,2,林満明,61,障3200,良,3:35.6,0.0,4-4-3-3,108.0-41.6,13.5,522(0),ウォンテッド,609.8
19,2014/11/30,5京都9,晴,4,障害3歳以上OP,13,7,11,1.8,1,1,林満明,60,障3170,稍,3:32.5,-0.2,2-2-1-2,104.0-37.8,13.4,522(+2),(サンライズロイヤル),"1,200.0"
20,2014/10/05,4阪神8,曇,4,障害3歳以上未勝利,10,1,1,1.6,1,1,林満明,60,障2970,良,3:20.5,-2.5,1-1-1-1,106.0-38.8,13.5,520(+8),(アドマイヤパーシア),700.0
21,2014/09/06,2小倉11,曇,4,障害3歳以上未勝利,8,2,2,5.0,2,2,林満明,60,障2900,良,3:11.4,0.4,2-2-1-1,105.0-38.6,13.2,512(-2),アマクサハイヤ,280.0
22,2014/08/09,2小倉3,曇,11,九州スポーツ杯(1000万下),9,8,8,82.0,8,8,小牧太,57,芝2000,稍,2:00.4,1.5,9-9-8-8,35.2-35.2,35.8,514(0),サトノアラジン,&nbsp;
23,2014/07/06,3中京2,曇,10,濃尾特別(1000万下),15,3,5,34.3,10,9,武豊,57,ダ1800,稍,1:51.6,1.4,12-12-10-10,36.6-36.9,37.5,514(+4),アスカノロマン,&nbsp;
24,2014/03/16,1阪神6,晴,10,播磨S(1600万下),16,2,3,150.7,13,14,尾島徹,57,ダ1400,稍,1:25.2,1.3,8-10,34.9-37.0,37.6,510(+4),グレイスフルリープ,&nbsp;
25,2014/02/16,1小倉4,晴,11,門司S(1600万下),15,3,5,77.4,12,13,吉田隼人,53,ダ1700,稍,1:44.7,1.6,8-7-10-10,29.1-37.5,37.6,506(+2),サンビスタ,&nbsp;
26,2013/10/06,4京都2,晴,10,平城京S(1600万下),12,3,3,39.0,8,8,秋山真一,52,ダ1800,良,1:52.5,0.8,9-9-10-11,36.5-37.9,37.9,504(0),ヴァンヌーヴォー,&nbsp;
27,2013/09/21,4阪神6,晴,11,大阪スポーツ杯(1600万下),10,4,4,24.8,6,8,水口優也,55,ダ1400,良,1:25.0,1.8,10-10,35.2-36.1,37.0,504(0),キズマ,&nbsp;
28,2013/08/24,2小倉9,雨,11,釜山S(1600万下),16,7,14,13.3,3,10,水口優也,52,ダ1700,不,1:45.2,1.6,12-12-11-12,29.6-37.9,38.7,504(+6),マーチャンテイマー,&nbsp;
29,2013/07/20,3中京7,晴,11,桶狭間S(1600万下),16,4,8,76.7,14,5,水口優也,52,ダ1400,良,1:23.3,0.2,11-9,34.1-37.3,36.3,498(+2),ナリタスプリング,174.0
30,2013/03/31,3中山4,曇,10,伏竜S(OP),15,7,13,73.3,12,14,石橋脩,56,ダ1800,良,1:55.4,1.8,12-12-13-13,37.3-38.4,39.2,496(-8),コパノリッキー,&nbsp;
31,2013/02/17,1東京8,晴,9,ヒヤシンスS(OP),16,4,8,14.8,5,10,岩田康誠,56,ダ1600,良,1:38.2,1.6,12-12,34.0-38.3,38.2,504(-1),チャーリーブレイヴ,&nbsp;
32,2012/12/19,川崎,晴,11,全日本2歳優駿[指定(G1),14,6,9,3.2,1,3,岩田康誠,55,ダ1600,良,1:42.6,0.7,6-7-2-2,36.4-39.2,39.6,505(+3),サマリーズ,700.0
33,2012/11/29,園田,曇,10,兵庫ジュニアグランプ(G2),11,7,8,2.6,2,2,下原理,55,ダ1400,稍,1:27.3,0.9,9-8-5-4,&nbsp;,37.9,502(0),ケイアイレオーネ,550.0
34,2012/09/29,4阪神8,曇,9,ヤマボウシ賞(500万下),14,6,10,8.1,4,1,佐藤哲三,54,ダ1400,良,1:25.4,0.0,8-8,34.2-38.8,37.7,502(+6),(マルヴァーンヒルズ),980.8
35,2012/07/22,2中京8,晴,9,報知杯中京2歳S(OP),8,2,2,22.1,7,7,佐藤哲三,54,芝1400,稍,1:25.0,1.1,7-5,35.4-36.5,37.1,496(-2),エーシントップ,&nbsp;
36,2012/07/07,2中京3,晴,5,2歳新馬,12,6,7,17.7,5,1,佐藤哲三,54,ダ1400,不,1:25.0,-0.1,5-5,35.2-37.7,37.1,498(0),(クリソライト),700.0
