,Date,Host,Weather,R_value,Race_name,Total_horse,Bracket_number,Horse_number,Odds,Popularity,Place,Rider,Penalty,Distance,Track_condition,Race_time,Margin,Passing,Pace,Fin,Horse_weight,Loser_horse,Prize
0,2014/11/21,名古屋,晴,10,東海菊花賞(G),12,7,10,48.2,7,中,岡部誠,57,ダ1900,良,&nbsp;,&nbsp;,7-12,&nbsp;,&nbsp;,487(-8),キーアシスト,&nbsp;
1,2014/10/28,船橋,晴,10,千葉日報賞(OP),11,7,9,68.7,10,11,山崎誠士,59,ダ1700,重,1:51.9,3.3,9-9-7-10,31.5-38.5,41.2,495(+5),バトードール,&nbsp;
2,2014/10/08,浦和,曇,11,埼玉新聞栄冠賞(G),11,8,10,62.4,8,10,山崎誠士,58,ダ1900,稍,2:05.7,5.4,9-9-9-10,30.5-37.5,41.4,490(-12),マイネエレーナ,&nbsp;
3,2014/05/06,船橋,曇,11,皐月盃(OP),8,5,5,46.3,7,4,佐藤博紀,59,ダ1700,稍,1:49.4,2.4,8-8-8-7,29.8-39.0,40.5,502(-5),ケイアイヘルメス,45.6
4,2014/02/12,船橋,晴,10,報知グランプリC(G),14,2,2,87.0,12,13,山崎誠士,57,ダ1800,不,1:58.8,5.0,12-12-13-13,35.2-39.8,43.4,507(-5),オメガインベガス,&nbsp;
5,2014/01/30,川崎,雨,11,多摩川OP(OP),14,8,14,28.2,8,10,山崎誠士,58,ダ1600,稍,1:43.8,2.8,8-9-7-10,35.9-39.6,40.8,512(-8),ソルテ,&nbsp;
6,2014/01/04,川崎,晴,11,大師オープン[地方交(OP),14,6,10,9.8,4,11,山崎誠士,58,ダ1600,良,1:43.5,1.7,6-6-6-7,36.3-39.8,41.1,520(+10),マズルブラスト,&nbsp;
7,2013/03/09,2中京1,晴,11,中日新聞杯(G3),18,8,18,120.1,14,17,高倉稜,57,芝2000,良,2:02.8,3.2,2-2-2-3,35.9-35.6,38.4,510(+6),サトノアポロ,&nbsp;
8,2013/02/17,1東京8,晴,11,フェブラリーS(G1),16,5,9,111.3,15,16,武豊,57,ダ1600,良,1:38.2,3.1,7-7,34.6-36.5,39.0,504(-10),グレープブランデー,&nbsp;
9,2013/01/20,1中京2,晴,11,東海テレビ杯東海S(G2),16,2,3,42.9,11,10,武豊,56,ダ1800,良,1:52.4,1.4,7-9-8-7,36.0-38.2,38.6,514(+18),グレープブランデー,&nbsp;
10,2012/09/29,4阪神8,曇,11,シリウスS(G3),16,7,13,6.6,3,2,武幸四郎,57,ダ2000,良,2:03.4,0.1,5-5-5-3,35.7-37.0,36.6,496(+4),ナイスミーチュー,"1,417.8"
11,2012/08/25,2札幌3,晴,11,エルムS(G3),11,2,2,44.8,7,7,丹内祐次,57,ダ1700,良,1:43.7,1.5,2-2-4-4,29.7-36.3,37.4,492(-10),ローマンレジェンド,&nbsp;
12,2012/02/19,1東京8,晴,11,フェブラリーS(G1),16,4,7,45.6,8,9,デムーロ,57,ダ1600,良,1:36.8,1.4,11-10,34.7-36.7,37.2,502(+1),テスタマッタ,&nbsp;
13,2011/12/29,大井,晴,10,東京大賞典競走(G1),12,7,9,10.2,2,6,Ｍデムー,57,ダ2000,良,2:03.9,2.1,4-4-4-4,35.5-38.2,39.6,501(-5),スマートファルコン,&nbsp;
14,2011/12/04,6阪神2,晴,11,ジャパンカップダート(G1),16,7,14,13.8,3,7,デムーロ,57,ダ1800,良,1:51.1,0.5,13-14-13-10,35.8-37.4,37.0,506(+6),トランセンド,&nbsp;
15,2011/10/01,5阪神7,晴,11,シリウスS(G3),12,4,4,10.6,5,1,武豊,56,ダ2000,良,2:04.3,-0.4,2-2-2-2,35.0-36.6,36.5,500(+6),(キングスエンブレム),"3,842.7"
16,2011/09/10,5阪神1,晴,11,朝日チャレンジC(G3),9,8,8,10.7,5,4,武豊,58,芝2000,良,1:59.6,0.0,4-4-3-3,36.4-34.9,34.5,494(0),ミッキードリーム,620.0
17,2011/08/28,4新潟6,晴,11,新潟記念(G3),11,4,4,6.5,4,10,田中勝春,56,芝2000,良,2:00.3,1.2,5-5,36.1-34.1,34.4,494(+4),ナリタクリスタル,&nbsp;
18,2011/07/31,4小倉2,晴,11,小倉記念(G3),18,2,4,8.8,5,4,石橋守,56,芝2000,良,1:57.7,0.4,6-6-5-6,33.3-36.4,36.4,490(-4),イタリアンレッド,650.0
19,2010/12/11,3小倉3,曇,11,中日新聞杯(G3),18,8,16,44.1,11,11,吉田隼人,57,芝2000,良,2:00.1,1.4,7-7-11-10,34.6-33.9,34.5,494(+12),トゥザグローリー,&nbsp;
20,2010/10/31,4東京8,曇,11,天皇賞(秋)(G1),18,7,13,108.2,15,10,吉田隼人,58,芝2000,稍,1:59.4,1.2,7-8-8,35.3-34.9,35.3,482(+12),ブエナビスタ,&nbsp;
21,2010/08/22,1札幌4,晴,9,札幌記念(G2),16,8,16,23.3,9,14,武豊,57,芝2000,良,2:00.6,1.2,4-6-6-4,34.6-35.6,36.4,470(-16),アーネストリー,&nbsp;
