,Date,Host,Weather,R_value,Race_name,Total_horse,Bracket_number,Horse_number,Odds,Popularity,Place,Rider,Penalty,Distance,Track_condition,Race_time,Margin,Passing,Pace,Fin,Horse_weight,Loser_horse,Prize
0,2010/12/23,名古屋,晴,10,名古屋グランプリ(G2),11,8,12,3.5,2,1,小牧太,57,ダ2500,重,2:46.6,0.0,2-2-2-2,&nbsp;,36.4,480(0),(マカニビスティー),"3,100.0"
1,2010/11/07,6京都2,曇,11,みやこS(G3),16,8,16,37.7,10,10,小牧太,57,ダ1800,良,1:51.1,1.3,11-11-14-13,35.7-36.8,36.8,480(0),トランセンド,&nbsp;
2,2010/10/02,4阪神7,晴,10,シリウスS(G3),12,6,7,13.5,7,11,小牧太,58.5,ダ2000,良,2:05.4,1.0,1-1-1-1,35.8-37.0,38.0,480(0),キングスエンブレム,&nbsp;
3,2009/12/23,名古屋,小雨,10,名古屋グランプリ(G2),12,1,1,2.4,2,2,小牧太,57,ダ2500,良,2:44.3,0.1,3-3-4-3,&nbsp;,36.6,480(+8),マコトスパルビエロ,910.0
4,2009/12/06,5阪神2,晴,11,ジャパンカップダート(G1),16,7,14,25.9,8,15,小牧太,57,ダ1800,良,1:51.5,1.6,3-4-3-4,36.3-37.1,38.4,472(-6),エスポワールシチー,&nbsp;
5,2009/11/03,名古屋,晴,10,JBCクラシック(G1),12,8,12,4.8,3,3,小牧太,57,ダ1900,良,2:00.3,0.1,2-2-3,&nbsp;,37.0,478(0),ヴァーミリアン,"1,400.0"
6,2009/10/03,4阪神7,晴,10,シリウスS(G3),16,5,9,2.5,1,5,小牧太,58.5,ダ2000,稍,2:05.1,0.6,6-6-8-8,35.7-37.2,37.1,478(-2),ワンダーアキュート,390.0
7,2009/05/24,3中京2,晴,10,東海S(G2),16,7,14,4.2,2,1,小牧太,58,ダ2300,良,2:23.7,-0.2,3-4-3-3,30.2-37.0,36.8,480(-4),(アロンダイト),"5,617.6"
8,2009/04/26,3京都2,曇,10,アンタレスS(G3),16,3,5,2.7,1,2,小牧太,58,ダ1800,重,1:48.1,0.3,5-4-5-3,35.4-36.3,36.2,484(0),ウォータクティクス,"1,617.2"
9,2009/03/25,名古屋,晴,9,名古屋大賞典(G3),11,5,5,3.2,2,2,小牧太,58,ダ1900,良,2:01.9,0.1,2-2-2,&nbsp;,38.2,484(0),スマートファルコン,750.0
10,2009/01/25,1京都8,曇,11,平安S(G3),16,1,2,8.3,3,1,小牧太,58,ダ1800,稍,1:50.4,0.0,3-3-3-2,35.9-36.0,35.6,484(-2),(エスポワールシチー),"3,971.4"
11,2008/12/23,名古屋,晴,10,名古屋グランプリ指定(G2),11,2,2,4.0,2,1,小牧太,56,ダ2500,良,2:45.8,-0.5,3-3-2-2,&nbsp;,37.1,486(+2),(メイショウトウコン),"4,000.0"
12,2008/12/07,5阪神2,晴,11,ジャパンカップダート(G1),15,1,1,28.2,9,9,小牧太,57,ダ1800,良,1:50.2,1.0,8-10-11-13,36.7-36.6,36.7,484(+8),カネヒキリ,&nbsp;
13,2008/10/04,4阪神7,晴,10,シリウスS(G3),16,7,14,2.2,1,2,小牧太,57,ダ2000,良,2:03.8,0.0,12-11-10-9,34.1-37.4,36.5,476(+11),マイネルアワグラス,"1,617.0"
14,2008/06/25,大井,曇,11,帝王賞競走(G1),13,5,8,3.8,2,5,小牧太,57,ダ2000,稍,2:05.6,0.9,9-10-11-10,36.8-37.6,37.5,465(-5),フリオーソ,350.0
15,2008/05/25,2中京2,曇,11,東海S(G2),16,6,11,3.4,1,4,角田晃一,57,ダ2300,重,2:24.1,0.1,5-5-5-5,31.0-36.7,36.4,470(-2),ヤマトマリオン,830.0
16,2008/04/27,3京都2,晴,11,アンタレスS(G3),16,8,15,19.2,7,1,小牧太,56,ダ1800,良,1:50.5,-0.2,2-2-3-3,36.8-36.4,36.1,472(-6),(ドラゴンファイヤー),"3,963.0"
17,2007/12/23,5阪神8,晴,11,ベテルギウスS(OP),16,5,10,3.1,2,1,小牧太,58,ダ2000,不,2:01.0,0.0,7-8-5-4,34.5-37.1,36.8,478(+12),(メイショウサライ),"2,439.9"
18,2007/11/24,5東京7,晴,11,ジャパンカップダート(G1),16,5,10,46.2,11,9,小牧太,57,ダ2100,良,2:08.7,2.0,5-8-7-7,29.7-37.0,38.2,466(-2),ヴァーミリアン,&nbsp;
19,2007/10/28,4京都9,晴,11,アルデバランS(OP),16,4,8,4.9,3,1,小牧太,57,ダ1800,良,1:50.9,-0.6,8-8-8-5,35.9-36.8,36.1,468(+10),(ドンクール),"2,437.1"
20,2007/09/29,4阪神7,曇,11,シリウスS(G3),13,1,1,13.6,5,3,小牧太,55,ダ2000,良,2:05.4,0.3,3-3-3-4,34.5-37.2,37.3,458(-14),ドラゴンファイヤー,987.0
21,2007/05/20,2中京2,晴,11,東海S(G2),16,8,15,31.8,11,2,小牧太,57,ダ2300,良,2:26.9,0.1,4-4-4-4,31.0-37.5,37.3,472(+4),メイショウトウコン,"2,233.2"
22,2007/04/08,2阪神6,晴,10,梅田S(1600万下),16,3,6,23.8,9,1,小牧太,54,ダ2000,良,2:03.9,-0.4,8-8-7-4,33.8-37.7,37.3,468(+2),(マイイージス),"1,872.7"
23,2007/03/24,2阪神1,雨,10,鳴門S(1600万下),16,4,7,258.7,16,9,角田晃一,57,ダ1200,稍,1:12.3,1.5,13-13,34.3-36.5,36.4,466(-8),ハギノトリオンフォ,&nbsp;
24,2007/02/24,1阪神1,曇,10,御堂筋S(1600万下),14,4,5,122.0,14,9,赤木高太,57,芝2400,良,2:27.5,1.4,6-6-6-7,36.3-35.5,36.2,474(-2),ダークメッセージ,&nbsp;
25,2007/01/27,2京都1,晴,12,4歳以上1000万下,11,4,4,9.8,5,1,吉田稔,57,ダ1800,良,1:52.0,-0.2,5-5-5-5,37.1-37.6,37.1,476(+2),(パープルイーグル),"1,050.0"
26,2007/01/06,1京都1,曇,8,4歳以上1000万下,16,5,9,17.7,7,5,安部幸夫,57,ダ1800,稍,1:52.3,0.3,7-7-6-6,36.8-37.4,37.1,474(-4),ゼンノマルビナス,105.0
27,2006/12/23,3阪神7,晴,9,北摂特別(1000万下),15,8,15,12.1,4,11,ペリエ,55,ダ2000,良,2:07.9,1.3,6-6-9-14,36.4-37.7,37.9,478(+4),ヴァンデグローブ,&nbsp;
28,2006/12/02,3阪神1,曇,9,ゴールデンスパーT(1000万下),14,5,8,27.5,9,4,藤田伸二,58,ダ2000,良,2:06.6,0.3,3-3-5-7,36.1-38.7,38.6,474(-6),ツルマルスリー,220.0
29,2006/11/19,6京都6,小雨,8,3歳以上1000万下,16,3,6,230.5,15,4,赤木高太,57,ダ1800,稍,1:52.0,0.7,2-2-2-2,36.7-37.5,38.2,480(+22),マルブツリード,160.0
30,2006/10/28,3福島3,晴,11,福島放送賞(1000万下),15,2,2,83.9,14,10,赤木高太,57,ダ1700,稍,1:46.4,1.6,8-8-13-14,29.2-38.6,39.1,458(-4),テンシノコンコルド,&nbsp;
31,2006/07/16,2小倉2,晴,9,桜島特別(1000万下),15,5,9,73.0,10,12,赤木高太,57,ダ1700,良,1:45.8,2.1,15-15-12-15,28.5-37.9,39.0,462(-10),メイショウポパイ,&nbsp;
32,2006/06/25,4京都4,雨,6,3歳以上500万下,16,4,8,9.6,4,1,五十嵐冬,57,ダ1800,良,1:52.8,-0.1,8-8-5-2,35.7-38.2,37.9,472(+4),(スナークエベレスト),740.0
33,2006/05/20,2中京1,晴,12,4歳以上1000万下,15,5,9,184.6,15,5,丸野勝虎,57,ダ1700,稍,1:45.1,0.7,9-9-10-11,29.1-38.3,38.0,468(-8),ハギノプレシャス,105.0
34,2006/02/26,1阪神2,曇,12,4歳以上1000万下,12,5,7,77.4,9,9,難波剛健,56,ダ1800,不,1:55.0,2.5,9-9-7-7,37.5-36.9,38.7,476(-9),フィールドルージュ,&nbsp;
35,2006/01/24,笠松,晴,8,ガーネット特別,9,4,4,&nbsp;,4,1,赤木高太,57,ダ1800,良,1:57.8,-0.2,2-2-2-2,&nbsp;,&nbsp;,485(+35),(コールアウト),37.0
36,2005/10/29,3福島3,曇,4,3歳未勝利,13,8,12,4.6,3,1,赤木高太,57,ダ1700,良,1:48.3,0.0,4-4-4-5,29.7-40.1,39.6,450(-16),(キングベガロード),400.0
37,2005/08/21,3小倉4,小雨,3,3歳未勝利,15,4,7,4.7,2,2,難波剛健,56,ダ1700,重,1:46.4,0.2,1-1-1-1,30.6-37.5,37.7,466(+2),セゾンインチーフ,200.0
38,2005/08/14,3小倉2,晴,3,3歳未勝利,15,2,2,47.1,8,3,難波剛健,56,ダ1700,良,1:48.2,0.4,5-7-3-3,29.4-39.6,39.6,464(-6),ステラバスク,130.0
39,2005/04/20,園田,雨,10,氷ノ山特別,12,8,12,&nbsp;,6,2,難波剛健,54,ダ1400,重,1:30.9,0.3,2-2-1,&nbsp;,&nbsp;,470(+16),エリシオバイオ,42.0
40,2005/01/29,1小倉3,晴,1,3歳未勝利,15,3,5,33.6,8,7,野元昭嘉,56,ダ1700,稍,1:47.8,0.6,9-10-9-8,30.6-38.9,38.6,454(-3),グランプリハッピー,&nbsp;
41,2005/01/12,園田,曇,10,金剛山特別,11,2,2,&nbsp;,4,5,難波剛健,54,ダ1400,良,1:32.4,1.1,5-7-6,&nbsp;,&nbsp;,457(-5),シンエイハイエスト,10.5
42,2004/12/25,5阪神7,晴,2,2歳未勝利,16,1,1,293.8,14,12,難波剛健,55,ダ1400,良,1:28.5,2.1,11-14,35.5-38.3,39.0,462(+8),ピサノベガス,&nbsp;
43,2004/09/11,4阪神1,晴,2,2歳未勝利,11,8,11,47.1,6,5,難波剛健,54,ダ1400,稍,1:28.5,1.7,8-6,36.1-38.0,38.9,454(-8),フジヤマヘイザン,50.0
44,2004/08/21,3小倉3,晴,2,2歳未勝利,13,3,3,104.1,11,13,長谷川浩,52,芝1800,良,1:51.4,2.5,11-11-13-12,36.3-35.7,37.2,462(-4),ニホンピロブレイブ,&nbsp;
45,2004/08/08,2小倉8,晴,5,2歳新馬,6,4,4,26.4,5,4,長谷川浩,52,芝1200,良,1:12.4,0.7,6-6,35.3-36.4,35.9,466(0),ツルマルフェロー,110.0
