,Date,Host,Weather,R_value,Race_name,Total_horse,Bracket_number,Horse_number,Odds,Popularity,Place,Rider,Penalty,Distance,Track_condition,Race_time,Margin,Passing,Pace,Fin,Horse_weight,Loser_horse,Prize
0,2010/07/04,1函館6,曇,9,函館スプリントS(G3),15,8,15,60.4,13,14,武幸四郎,57,芝1200,良,1:10.3,2.1,11-13,33.1-35.1,36.1,480(-10),ワンカラット,&nbsp;
1,2009/08/30,2札幌10,曇,9,キーンランドC(G3),16,4,8,19.7,6,9,秋山真一,56,芝1200,良,1:09.2,0.8,9-7,33.8-34.6,34.6,490(0),ビービーガルダン,&nbsp;
2,2009/08/02,2札幌2,曇,9,UHB杯(OP),16,4,8,10.1,7,6,秋山真一,57,芝1200,良,1:08.8,0.1,8-9,33.9-34.8,34.3,490(+6),ピサノパテック,&nbsp;
3,2009/07/05,1札幌6,曇,9,函館スプリントS(G3),16,7,14,17.3,8,2,秋山真一,57,芝1200,良,1:08.7,0.2,5-5,33.8-34.7,34.5,484(-6),グランプリエンゼル,"1,617.0"
4,2009/06/14,3中京8,晴,10,CBC賞(G3),17,8,16,64.8,15,9,秋山真一,55,芝1200,良,1:08.6,0.6,3-3,33.7-34.3,34.4,490(0),プレミアムボックス,&nbsp;
5,2008/10/26,3福島2,曇,11,福島民友C(OP),16,5,9,13.0,6,15,中舘英二,59,芝1200,良,1:08.8,0.9,4-4,33.1-34.8,35.2,490(-2),アイルラヴァゲイン,&nbsp;
6,2008/10/05,4中山8,曇,11,スプリンターズS(G1),16,6,12,58.0,11,8,吉田隼人,57,芝1200,良,1:08.5,0.5,7-8,33.6-34.4,34.3,492(+2),スリープレスナイト,&nbsp;
7,2008/09/14,4阪神1,晴,10,セントウルS(G2),16,1,2,14.4,7,6,秋山真一,57,芝1200,良,1:07.8,0.5,4-4,33.5-33.8,33.8,490(-2),カノヤザクラ,&nbsp;
8,2008/08/31,1札幌6,晴,9,キーンランドC(G3),16,3,5,161.4,16,1,秋山真一,56,芝1200,良,1:07.9,-0.1,4-4,33.9-34.0,33.8,492(-10),(ビービーガルダン),"4,156.0"
9,2008/08/03,2函館6,小雨,9,UHB杯(OP),16,1,1,12.0,6,5,武幸四郎,55,芝1200,不,1:11.5,0.7,5-6,34.5-36.3,36.5,502(+2),マヤノツルギ,240.0
10,2008/07/06,1函館6,晴,11,函館スプリントS(G3),16,5,9,50.2,13,12,木幡初広,56,芝1200,良,1:09.4,1.0,5-6,32.8-35.6,36.0,500(+4),キンシャサノキセキ,&nbsp;
11,2008/06/15,2中京8,曇,11,CBC賞(G3),18,1,1,30.5,11,8,小牧太,55,芝1200,良,1:08.5,0.5,3-3,34.0-34.0,34.2,496(+4),スリープレスナイト,&nbsp;
12,2008/05/24,2中京1,雨,11,テレビ愛知OP(OP),16,7,13,51.9,11,3,小牧太,57,芝1200,良,1:07.6,0.1,1-1,33.4-34.1,34.2,492(-10),トウショウカレッジ,606.3
