,Date,Host,Weather,R_value,Race_name,Total_horse,Bracket_number,Horse_number,Odds,Popularity,Place,Rider,Penalty,Distance,Track_condition,Race_time,Margin,Passing,Pace,Fin,Horse_weight,Loser_horse,Prize
0,2003/11/23,5京都6,曇,11,マイルチャンピオンS(G1),18,7,13,5.6,3,5,四位洋文,57,芝1600,良,1:33.7,0.4,10-12,34.4-35.7,34.2,494(+10),デュランダル,940.0
1,2003/10/25,3東京5,曇,11,富士S(G3),18,5,9,3.4,2,1,武豊,58,芝1600,良,1:32.0,-0.4,9-9,33.9-35.1,33.6,484(-2),(サイドワインダー),"4,367.9"
2,2003/09/14,5中山2,曇,11,京成杯オータムH(G3),16,8,15,2.3,1,5,武豊,58.5,芝1600,良,1:34.2,0.3,7-5-5,35.2-35.0,34.9,486(0),ブレイクタイム,430.0
3,2003/07/20,2小倉2,雨,11,TV西日本北九州記念(G3),10,7,8,1.4,1,1,武豊,56,芝1800,不,1:49.8,-0.6,7-7-6-4,36.5-36.6,36.1,486(+4),(ダービーレグノ),"4,339.9"
4,2003/06/08,2東京6,晴,11,安田記念(G1),18,8,17,17.3,5,11,福永祐一,58,芝1600,良,1:32.7,0.6,7-8,34.5-34.4,34.3,482(-2),アグネスデジタル,&nbsp;
5,2003/05/11,3京都6,雨,11,都大路S(OP),13,3,3,2.6,1,4,小牧太,56,芝1600,重,1:36.0,0.2,4-3,35.2-37.0,36.8,484(0),トレジャー,360.0
6,2002/06/02,4東京6,晴,11,安田記念(G1),18,1,2,9.1,4,3,柴田善臣,58,芝1600,良,1:33.5,0.2,5-5,34.4-35.7,35.5,484(-4),アドマイヤコジーン,"2,456.4"
7,2002/04/13,2阪神7,晴,11,読売マイラーズC(G2),14,5,8,3.7,1,1,柴田善臣,57,芝1600,良,1:32.6,0.0,6-5-5,34.0-35.6,35.2,488(+4),(ディヴァインライト),"6,107.8"
8,2002/03/17,1中山8,晴,10,東風S(OP),16,8,15,1.5,1,1,柴田善臣,55,芝1600,良,1:34.2,-0.1,7-5-4,35.7-34.6,34.2,484(0),(グラスエイコウオー),"2,435.7"
9,2002/02/24,1中山2,晴,11,中山記念(G2),14,8,13,3.7,2,4,柴田善臣,56,芝1800,良,1:45.7,0.3,3-3-3-1,35.7-35.0,35.0,484(0),トウカイポイント,960.0
10,2002/02/02,2京都3,曇,11,斑鳩S(1600万下),12,2,2,1.5,1,1,武豊,56,芝1600,良,1:34.4,-0.1,3-1,35.8-34.8,34.7,484(0),(テイエムサンデー),"1,831.5"
11,2002/01/05,1京都1,晴,11,スポニチ賞京都金杯(G3),15,3,5,6.7,2,3,松永幹夫,53,芝1600,良,1:33.9,0.1,4-6,35.1-35.1,35.0,484(+2),ダイタクリーヴァ,"1,109.0"
12,2001/12/16,5阪神6,晴,8,3歳以上1000万下,15,7,14,4.5,3,1,松永幹夫,55,芝1600,良,1:34.4,-0.3,3-2-2,36.2-35.0,35.0,482(+18),(ニホンピロハーレー),"1,050.0"
13,2001/05/04,3京都5,晴,11,京都新聞杯(G2),17,3,6,15.3,4,12,松永幹夫,56,芝2000,良,2:02.5,2.7,2-2-2-1,34.7-36.5,39.0,464(-6),テンザンセイザ,&nbsp;
14,2001/04/15,3中山8,晴,11,皐月賞(G1),18,8,17,67.0,8,17,松永幹夫,57,芝2000,良,2:03.0,2.7,5-6-7-14,35.8-35.8,38.0,470(+2),アグネスタキオン,&nbsp;
15,2001/03/18,2中山8,晴,11,フジTVスプリングS(G2),16,5,9,14.3,3,3,武豊,56,芝1800,良,1:50.2,0.1,7-7-7-6,37.2-35.9,35.4,468(+6),アグネスゴールド,"1,418.8"
16,2000/12/10,5阪神4,曇,8,3歳500万下,12,8,12,8.6,5,1,松永幹夫,54,芝1600,良,1:35.9,-0.2,2-2-2,36.1-36.0,35.9,462(-2),(ラガーサンライト),700.0
17,2000/11/19,5京都6,晴,8,白菊賞(500万下),10,8,9,3.7,2,9,四位洋文,54,芝1600,良,1:36.0,1.1,3-3,35.2-35.8,36.8,464(+2),タイムトゥチェンジ,&nbsp;
18,2000/11/04,5京都1,晴,3,3歳新馬,16,1,2,1.9,1,1,四位洋文,54,芝1600,良,1:35.7,-0.2,1-1,36.0-34.8,34.8,462(0),(ポイントフラッグ),600.0
