,Date,Host,Weather,R_value,Race_name,Total_horse,Bracket_number,Horse_number,Odds,Popularity,Place,Rider,Penalty,Distance,Track_condition,Race_time,Margin,Passing,Pace,Fin,Horse_weight,Loser_horse,Prize
0,2012/12/23,5中山8,晴,10,有馬記念(G1),16,6,12,116.6,15,14,田辺裕信,57,芝2500,良,2:34.4,2.5,14-14-12-16,29.9-36.0,37.5,486(+2),ゴールドシップ,&nbsp;
1,2012/11/25,5東京8,晴,11,ジャパンC(G1),17,5,9,207.8,17,14,浜中俊,57,芝2400,良,2:24.9,1.8,7-6-6-7,35.8-34.7,34.5,484(0),ジェンティルドンナ,&nbsp;
2,2012/11/04,5東京2,晴,11,アルゼンチン共和国杯(G2),15,5,8,7.3,4,7,浜中俊,58,芝2500,良,2:31.1,1.2,12-13-12-12,29.0-34.5,34.9,484(-4),ルルーシュ,&nbsp;
3,2012/10/08,4京都3,晴,11,京都大賞典(G2),13,6,9,24.1,7,2,浜中俊,57,芝2400,良,2:23.4,0.0,7-8-5-3,34.8-35.3,35.2,488(+4),メイショウカンパク,"2,428.4"
4,2012/03/18,1阪神8,曇,11,阪神大賞典(G2),12,8,11,72.5,7,8,安藤勝己,57,芝3000,稍,3:14.4,2.6,10-10-7-6,38.9-37.3,39.5,484(-6),ギュスターヴクライ,&nbsp;
5,2012/02/18,1東京7,晴,11,ダイヤモンドS(G3),16,1,2,6.2,3,14,田辺裕信,58.5,芝3400,良,3:38.1,1.3,11-13-14-14,37.6-35.2,35.3,490(+2),ケイアイドウソジン,&nbsp;
6,2011/11/27,5東京8,晴,10,ジャパンC(G1),16,2,4,46.0,12,10,蛯名正義,57,芝2400,良,2:25.0,0.8,11-14-15-14,37.1-34.5,34.1,488(0),ブエナビスタ,&nbsp;
7,2011/11/06,5東京2,曇,11,アルゼンチン共和国杯(G2),18,6,12,4.3,1,2,田辺裕信,58.5,芝2500,良,2:31.7,0.2,15-15-14-12,30.1-35.7,35.1,488(0),トレイルブレイザー,"2,337.2"
8,2011/10/09,5京都2,晴,11,京都大賞典(G2),8,4,4,6.6,3,3,浜中俊,58,芝2400,良,2:24.3,0.2,5-5-4-5,35.6-33.8,33.1,488(+2),ローズキングダム,"1,608.2"
9,2011/05/01,3京都4,曇,11,天皇賞(春)(G1),18,8,16,77.2,12,10,浜中俊,58,芝3200,稍,3:21.9,1.3,14-14-15-17,37.8-36.0,35.8,486(-2),ヒルノダムール,&nbsp;
