,Date,Host,Weather,R_value,Race_name,Total_horse,Bracket_number,Horse_number,Odds,Popularity,Place,Rider,Penalty,Distance,Track_condition,Race_time,Margin,Passing,Pace,Fin,Horse_weight,Loser_horse,Prize
0,2013/12/21,5中山7,晴,10,中山大障害(J.G1),16,6,11,56.0,11,中,横山義行,63,障4100,稍,&nbsp;,&nbsp;,&nbsp;,108.0-39.1,&nbsp;,470(0),アポロマーベリック,&nbsp;
1,2013/11/09,3福島3,晴,6,3歳以上500万下,14,6,9,294.2,14,14,山崎亮誠,54,ダ2400,良,2:37.8,2.5,14-14-14-14,37.4-37.7,37.8,470(-4),アルディエス,&nbsp;
2,2012/12/22,5中山7,曇,10,中山大障害(J.G1),15,4,8,20.6,5,8,横山義行,63,障4100,稍,4:50.6,1.8,5-5-6-7,108.0-39.5,14.2,474(+2),マーベラスカイザー,&nbsp;
3,2012/11/10,3福島3,曇,5,3歳以上500万下,16,6,11,178.7,15,16,横山和生,54,ダ2400,良,2:41.0,4.0,14-15-16-16,38.0-38.2,40.2,472(-4),タツグレート,&nbsp;
4,2011/07/02,3中山5,曇,11,中山グランドジャンプ(J.G1),12,8,12,9.7,5,2,横山義行,63.5,障4260,良,4:51.8,0.2,3-3-2-2,106.0-40.1,13.7,476(-8),マイネルネオス,"2,812.4"
5,2011/03/19,2小倉7,晴,7,4歳以上500万下,16,3,5,194.8,15,10,小野寺祐,54,ダ2400,良,2:37.0,2.5,16-16-10-10,36.3-38.3,39.7,484(+4),エーシングレーソロ,&nbsp;
6,2010/12/25,5中山7,晴,10,中山大障害(J.G1),12,7,10,3.6,2,5,横山義行,63,障4100,良,4:47.2,1.1,5-3-2-3,107.0-38.5,14.0,480(-4),バシケーン,750.0
7,2010/11/21,3福島10,晴,2,3歳以上500万下,16,6,12,109.0,12,12,小野寺祐,54,ダ2400,良,2:36.9,1.7,16-16-14-13,37.1-39.1,38.7,484(+10),グルーオン,&nbsp;
8,2010/04/17,3中山7,晴,11,中山グランドジャンプ(J.G1),14,5,7,1.9,1,中,白浜雄造,63.5,障4250,不,&nbsp;,&nbsp;,9-10,111.0-42.1,&nbsp;,474(-8),メルシーモンサン,&nbsp;
9,2010/03/13,2中京3,曇,7,4歳以上500万下,16,6,11,56.2,11,11,丸山元気,54,ダ2300,良,2:29.6,2.2,10-10-11-14,30.5-37.6,38.5,482(+6),レッドアイ,&nbsp;
10,2009/12/26,5中山7,晴,10,中山大障害(J.G1),14,8,14,3.3,2,2,横山義行,63,障4100,良,4:42.0,0.3,3-4-2-1,107.0-39.4,13.8,476(-4),キングジョイ,"3,214.4"
11,2009/11/21,3福島9,曇,7,3歳以上500万下,16,3,5,89.2,13,9,池崎祐介,54,ダ2400,稍,2:38.7,1.8,16-16-16-13,37.8-39.8,39.0,480(+4),ダンツクリスエス,&nbsp;
12,2009/03/14,2中京1,曇,9,4歳以上500万下,18,4,8,47.5,14,7,宮崎北斗,54,芝2000,重,2:03.4,0.5,16-17-18-16,35.9-36.5,35.7,476(+6),レオプログレス,&nbsp;
13,2008/12/27,5中山7,晴,10,中山大障害(J.G1),16,7,13,7.0,3,2,横山義行,63,障4100,良,4:45.1,0.1,4-4-3-2,110.0-39.7,13.9,470(-4),キングジョイ,"3,216.6"
14,2008/11/22,3福島9,晴,12,霊山特別(500万下),14,3,4,21.1,8,11,中舘英二,57,芝2600,稍,2:46.2,1.1,3-2-2-3,38.9-36.2,37.2,474(+4),ベストオーカン,&nbsp;
15,2008/04/19,3中山7,曇,11,中山グランドジャンプ(J.G1),10,6,6,3.1,2,2,横山義行,63.5,障4250,重,4:59.9,2.2,3-2-2-2,111.0-40.7,14.1,470(-8),マルカラスカル,"3,210.4"
16,2008/03/16,1中京6,晴,8,4歳以上500万下,16,6,11,4.8,3,12,千葉直人,54,芝2000,良,2:00.9,1.2,15-16-15-15,34.2-37.2,36.4,478(+6),マルイチクエスト,&nbsp;
17,2007/12/22,5中山7,曇,10,中山大障害(J.G1),16,7,14,5.2,3,1,横山義行,63,障4100,良,4:39.7,-0.2,3-2-2-2,108.0-39.3,13.6,472(+4),(キングジョイ),"8,056.7"
18,2007/11/17,5東京5,晴,8,3歳以上500万下,18,2,3,40.7,10,3,千葉直人,54,芝1800,良,1:48.0,0.1,12-15-12,35.4-35.7,34.8,468(-4),フェニコーン,190.0
19,2007/06/09,3東京7,曇,9,東京ハイジャンプ(J.G2),14,8,13,2.6,1,1,西谷誠,60,障3300,良,3:35.1,-1.2,8-8-4-2,105.0-38.4,13.0,472(+2),(メジロベイシンガー),"5,050.4"
20,2007/04/14,3中山7,晴,11,中山グランドジャンプ(J.G1),15,3,4,4.3,2,3,小坂忠士,63.5,障4250,良,4:50.9,0.5,10-7-1-2,108.0-39.5,13.7,470(0),カラジ,"2,007.6"
21,2007/03/24,3中山1,曇,8,ペガサスジャンプS(OP),14,3,4,5.5,3,1,小坂忠士,60,障3350,良,3:44.2,-0.1,4-4-4-5,102.0-38.0,13.4,470(+16),(アグネスハット),"1,832.2"
