,Date,Host,Weather,R_value,Race_name,Total_horse,Bracket_number,Horse_number,Odds,Popularity,Place,Rider,Penalty,Distance,Track_condition,Race_time,Margin,Passing,Pace,Fin,Horse_weight,Loser_horse,Prize
0,2013/06/26,大井,雨,11,帝王賞競走(G1),12,5,5,177.1,8,10,川島正太,57,ダ2000,不,2:09.3,6.3,9-8-9-9,37.2-36.8,42.2,489(-3),ホッコータルマエ,&nbsp;
1,2013/05/29,浦和,曇,11,さきたま杯(G2),12,5,5,33.5,6,9,町田直希,58,ダ1400,良,1:29.2,1.8,9-9-8-8,36.6-38.4,39.4,492(+14),テスタマッタ,&nbsp;
2,2013/03/19,高知,晴,4,黒船賞[指定交流](G3),12,8,11,15.5,5,10,川田将雅,59,ダ1400,不,1:29.7,2.4,4-5-2-8,&nbsp;,40.7,478(-2),セイクリムズン,&nbsp;
3,2012/12/26,園田,晴,10,兵庫ゴールドトロフィ(G3),12,3,3,3.5,2,7,川田将雅,59.5,ダ1400,稍,1:27.8,1.4,5-3-5-5,&nbsp;,38.1,480(+7),ティアップワイルド,&nbsp;
4,2012/11/05,川崎,曇,10,JBCスプリント(G1),11,6,6,9.6,4,3,川田将雅,57,ダ1400,良,1:27.6,1.0,5-5-2-2,36.7-38.6,39.3,473(+4),タイセイレジェンド,"1,200.0"
5,2012/10/08,盛岡,晴,11,マイルチャンピオンシ(G1),13,5,7,24.5,4,5,川田将雅,57,ダ1600,良,1:38.6,2.7,7-7,&nbsp;,37.4,469(-7),エスポワールシチー,225.0
6,2012/08/15,佐賀,晴,11,サマーチャンピオン(G3),11,4,4,4.4,3,3,川田将雅,59.5,ダ1400,稍,1:26.0,1.0,6-5-4-3,&nbsp;,37.5,476(+2),テイクアベット,210.0
7,2012/07/08,2中京4,曇,11,東海TVプロキオンS(G3),16,1,1,48.3,7,10,幸英明,59,ダ1400,良,1:23.2,0.6,8-8,34.0-37.0,36.4,474(+7),トシキャンディ,&nbsp;
8,2012/05/30,浦和,曇,11,さきたま杯(G2),11,3,3,7.4,3,5,川田将雅,58,ダ1400,良,1:28.3,2.5,10-9-6-5,36.5-37.1,38.5,467(-2),セイクリムズン,155.0
9,2012/04/18,大井,曇,11,東京スプリント競走(G3),16,2,4,2.2,2,11,川田将雅,58,ダ1200,良,1:11.9,1.4,14-14,34.6-35.9,36.5,469(-3),セイクリムズン,&nbsp;
10,2012/03/20,高知,曇,6,黒船賞[指定交流](G3),12,3,3,1.7,1,4,川田将雅,59,ダ1400,不,1:29.2,0.8,11-8-3-4,&nbsp;,39.2,472(-11),セイクリムズン,190.0
11,2011/12/28,園田,晴,10,兵庫ゴールドトロフィ(G3),11,3,3,2.0,1,1,川田将雅,59.5,ダ1400,良,1:27.3,-0.3,10-9-4-3,&nbsp;,36.7,483(+7),(セイクリムズン),"2,100.0"
12,2011/11/03,大井,曇,10,JBCスプリント競走(G1),14,6,11,2.5,1,1,川田将雅,57,ダ1200,良,1:10.1,-0.2,10-10,33.5-36.6,35.5,476(+1),(セイクリムズン),"6,000.0"
13,2011/09/28,大井,晴,11,東京盃競走(G2),15,5,8,5.7,3,1,川田将雅,58,ダ1200,良,1:10.9,-0.2,10-8,34.2-36.7,35.8,475(-7),(ラブミーチャン),"3,500.0"
14,2011/08/16,佐賀,曇,11,サマーチャンピオン(G3),11,8,11,5.4,4,1,川田将雅,58.5,ダ1400,重,1:23.8,-0.7,3-2-2-1,&nbsp;,36.1,482(+8),(トーホウドルチェ),"2,100.0"
15,2011/07/10,4京都4,晴,11,プロキオンS(G3),16,3,5,47.0,10,8,川田将雅,58,ダ1400,良,1:23.3,1.2,9-11,33.9-36.5,36.8,474(0),シルクフォーチュン,&nbsp;
16,2011/06/01,浦和,曇,11,さきたま杯(G2),12,7,10,20.1,8,3,川田将雅,58,ダ1400,良,1:26.3,0.3,7-6-4-4,35.6-37.9,37.3,474(-2),ナイキマドリード,620.0
17,2011/05/15,3京都8,晴,11,栗東S(OP),16,1,2,21.1,8,8,川田将雅,58.5,ダ1400,良,1:23.4,0.7,9-9,35.1-35.8,35.7,476(+4),トーホウドルチェ,&nbsp;
18,2011/04/20,大井,晴,11,東京スプリント競走(G3),16,5,9,11.8,6,11,川田将雅,58,ダ1200,重,1:11.7,0.9,14-14,34.1-36.7,36.3,472(-10),セレスハント,&nbsp;
19,2011/03/21,1阪神5,曇,10,ポラリスS(OP),16,1,2,20.3,9,13,川田将雅,59,ダ1400,不,1:23.1,1.0,5-2,34.3-36.2,36.9,482(+6),ダイショウジェット,&nbsp;
