,Date,Host,Weather,R_value,Race_name,Total_horse,Bracket_number,Horse_number,Odds,Popularity,Place,Rider,Penalty,Distance,Track_condition,Race_time,Margin,Passing,Pace,Fin,Horse_weight,Loser_horse,Prize
0,2000/01/10,大井,晴,9,東京シティ盃(G),16,2,3,&nbsp;,6,8,的場文男,58,ダ1400,稍,1:27.3,1.8,9-7,35.7-37.7,38.2,534(+1),アローセプテンバー,&nbsp;
1,1999/11/30,大井,晴,9,東京記念(G),12,8,13,&nbsp;,3,9,早田秀治,58,ダ2400,稍,2:38.7,2.4,9-9-11-13,37.7-38.3,39.9,533(-2),マキバスナイパー,&nbsp;
2,1999/10/28,大井,晴,9,グランドチャンピオン(G),14,1,1,&nbsp;,5,6,早田秀治,56,ダ2000,稍,2:08.7,1.7,5-7-6-5,36.2-39.2,40.3,535(+11),ゴールドヘッド,&nbsp;
3,1998/12/23,大井,晴,9,東京大賞典(G1),15,7,12,&nbsp;,5,3,的場文男,56,ダ2000,良,2:06.0,0.6,4-5-4-4,35.7-37.9,37.7,524(-1),アブクマポーロ,"1,620.0"
4,1998/11/12,大井,晴,10,東京記念(G),16,4,8,&nbsp;,2,1,的場文男,59,ダ2400,良,2:35.1,-0.1,4-4-8-5,37.6-37.9,37.4,525(-13),(サプライズパワー),"4,300.0"
5,1998/10/28,大井,晴,9,グランドチャンピオン(G),13,5,7,&nbsp;,3,3,的場文男,56,ダ2000,良,2:06.2,1.1,4-4-5-4,36.7-37.2,38.0,538(+12),アブクマポーロ,"1,120.0"
6,1997/12/09,大井,曇,10,かちどき賞,14,4,6,&nbsp;,1,1,内田博幸,59,ダ1800,稍,1:54.2,0.0,&nbsp;,&nbsp;,&nbsp;,526(-3),(エムジーサイクロン),"1,030.0"
7,1997/10/29,大井,晴,9,グランドチャンピオン(G),14,4,6,&nbsp;,2,2,内田博幸,57,ダ2000,良,2:05.7,0.9,&nbsp;,&nbsp;,&nbsp;,529(-9),アブクマポーロ,"1,960.0"
8,1997/09/24,船橋,曇,11,NTV盃OP(G),9,5,5,&nbsp;,1,7,内田博幸,57,ダ2000,稍,2:09.1,1.5,&nbsp;,&nbsp;,&nbsp;,538(+12),シービーダイコク,&nbsp;
9,1997/06/24,大井,晴,9,帝王賞(G1),12,3,3,&nbsp;,4,1,的場文男,57,ダ2000,良,2:04.9,0.0,&nbsp;,&nbsp;,&nbsp;,526(-1),(アブクマポーロ),"7,100.0"
10,1997/05/28,船橋,晴,10,かしわ記念(G3),11,4,4,&nbsp;,2,3,内田博幸,58,ダ1600,良,1:39.1,1.2,&nbsp;,&nbsp;,&nbsp;,527(-1),バトルライン,600.0
11,1997/04/09,大井,晴,9,マイルGP(G),13,4,4,&nbsp;,2,1,内田博幸,57,ダ1600,良,1:39.2,-0.4,&nbsp;,&nbsp;,&nbsp;,528(+3),(ナイキジャガー),"5,600.0"
12,1997/02/27,大井,晴,10,金盃(G),15,7,14,&nbsp;,1,3,石崎隆之,58.5,ダ2000,良,2:06.9,0.2,&nbsp;,&nbsp;,&nbsp;,525(-7),テツノセンゴクオー,720.0
13,1997/02/05,川崎,晴,10,川崎記念(G),11,8,10,&nbsp;,4,3,的場文男,56,ダ2000,稍,2:07.3,0.6,&nbsp;,&nbsp;,&nbsp;,532(-2),ホクトベガ,"1,200.0"
14,1996/12/29,大井,晴,9,東京大賞典(G),15,2,3,&nbsp;,4,2,石崎隆之,56,ダ2800,良,3:01.4,0.2,&nbsp;,&nbsp;,&nbsp;,534(+1),キョウトシチー,"2,800.0"
15,1996/11/18,大井,曇,9,東京記念(G),15,4,6,&nbsp;,1,2,石崎隆之,58,ダ2400,良,2:35.5,0.1,&nbsp;,&nbsp;,&nbsp;,533(-1),テツノセンゴクオー,"1,470.0"
16,1996/10/30,大井,晴,9,グランドCh2000(G),14,4,5,&nbsp;,1,3,石崎隆之,57,ダ2000,良,2:05.5,0.2,&nbsp;,&nbsp;,&nbsp;,534(-5),マキバサイレント,"1,100.0"
17,1996/09/26,大井,曇,9,東京盃(G),15,3,6,&nbsp;,2,8,石崎隆之,57,ダ1200,稍,1:13.3,1.1,&nbsp;,&nbsp;,&nbsp;,539(+5),トキオクラフティー,&nbsp;
