,Date,Host,Weather,R_value,Race_name,Total_horse,Bracket_number,Horse_number,Odds,Popularity,Place,Rider,Penalty,Distance,Track_condition,Race_time,Margin,Passing,Pace,Fin,Horse_weight,Loser_horse,Prize
0,2005/03/21,高知,晴,10,黒船賞(G3),12,6,8,&nbsp;,2,1,武豊,59,ダ1400,良,1:28.4,-0.4,4-4-3-1,&nbsp;,38.9,521(+9),(ノボトゥルー),"3,000.0"
1,2004/11/03,大井,晴,10,JBCスプリント(G1),12,6,8,&nbsp;,1,1,武豊,57,ダ1200,稍,1:10.6,-0.5,3-3,34.1-36.5,36.3,512(-5),(アグネスウイング),"8,000.0"
2,2004/09/29,大井,雨,9,東京盃(G2),14,7,11,&nbsp;,1,1,武豊,56,ダ1200,不,1:10.9,-0.2,7-6,34.0-36.9,36.3,517(-1),(ヒカリジルコニア),"4,300.0"
3,2004/09/08,浦和,晴,10,さきたま杯(G3),11,6,6,&nbsp;,2,6,武豊,57,ダ1400,良,1:26.3,0.8,4-3-5-4,35.7-37.4,37.9,518(0),ロッキーアピール,&nbsp;
